timestamp,site_id,latitude,longitude,accel_mag_g,ambient_temperature_c,status,alert_triggered,alert_low_activity,alert_geofence,alert_flee
2022-01-01 06:45:00,herd_cattle_A,-32.779371,26.840764,0.932,18.85,normal,0,0,0,0
2022-01-01 07:00:00,herd_cattle_A,-32.779992,26.840705,1.524,19.56,normal,0,0,0,0
2022-01-01 07:15:00,herd_cattle_A,-32.780139,26.840867,1.227,20.07,normal,0,0,0,0
2022-01-01 07:30:00,herd_cattle_A,-32.779902,26.841238,1.464,19.69,normal,0,0,0,0
2022-01-01 07:45:00,herd_cattle_A,-32.780014,26.841576,1.099,22.61,normal,0,0,0,0
2022-01-01 08:00:00,herd_cattle_A,-32.779874,26.841559,1.716,21.95,normal,0,0,0,0
2022-01-01 08:15:00,herd_cattle_A,-32.779852,26.841537,1.328,21.34,normal,0,0,0,0
2022-01-01 08:30:00,herd_cattle_A,-32.780096,26.841428,1.575,21.79,normal,0,0,0,0
2022-01-01 08:45:00,herd_cattle_A,-32.779857,26.84181,1.677,23.0,normal,0,0,0,0
2022-01-01 09:00:00,herd_cattle_A,-32.779911,26.842219,1.446,23.55,normal,0,0,0,0
2022-01-01 09:15:00,herd_cattle_A,-32.778834,26.842045,1.899,26.32,normal,0,0,0,0
2022-01-01 09:30:00,herd_cattle_A,-32.779214,26.841797,1.973,23.66,normal,0,0,0,0
2022-01-01 09:45:00,herd_cattle_A,-32.779243,26.842128,1.769,23.98,normal,0,0,0,0
2022-01-01 10:00:00,herd_cattle_A,-32.779658,26.842236,0.963,25.14,normal,0,0,0,0
2022-01-01 10:15:00,herd_cattle_A,-32.779699,26.841968,1.125,24.19,normal,0,0,0,0
2022-01-01 10:30:00,herd_cattle_A,-32.780319,26.842176,1.179,26.36,normal,0,0,0,0
2022-01-01 10:45:00,herd_cattle_A,-32.78058,26.84192,1.197,25.33,normal,0,0,0,0
2022-01-01 11:00:00,herd_cattle_A,-32.780227,26.841763,1.263,25.42,normal,0,0,0,0
2022-01-01 11:15:00,herd_cattle_A,-32.780412,26.842129,1.207,22.28,normal,0,0,0,0
2022-01-01 11:30:00,herd_cattle_A,-32.780207,26.841614,1.297,25.3,normal,0,0,0,0
2022-01-01 11:45:00,herd_cattle_A,-32.780204,26.84153,1.2,25.99,normal,0,0,0,0
2022-01-01 12:00:00,herd_cattle_A,-32.779952,26.841756,1.109,26.39,normal,0,0,0,0
2022-01-01 12:15:00,herd_cattle_A,-32.77998,26.841572,1.197,25.63,normal,0,0,0,0
2022-01-01 12:30:00,herd_cattle_A,-32.780007,26.840691,1.263,27.09,normal,0,0,0,0
2022-01-01 12:45:00,herd_cattle_A,-32.779882,26.840915,1.076,25.67,normal,0,0,0,0
2022-01-01 13:00:00,herd_cattle_A,-32.780157,26.841313,1.295,24.35,normal,0,0,0,0
2022-01-01 13:15:00,herd_cattle_A,-32.780072,26.841511,1.392,22.24,normal,0,0,0,0
2022-01-01 13:30:00,herd_cattle_A,-32.779821,26.841427,1.164,27.11,normal,0,0,0,0
2022-01-01 13:45:00,herd_cattle_A,-32.779643,,1.271,24.14,normal,0,0,0,0
2022-01-01 14:00:00,herd_cattle_A,-32.779621,26.841092,0.965,24.34,normal,0,0,0,0
2022-01-01 14:15:00,herd_cattle_A,-32.77977,26.840504,1.203,24.27,normal,0,0,0,0
2022-01-01 14:30:00,herd_cattle_A,-32.779517,26.840523,1.328,22.3,normal,0,0,0,0
2022-01-01 14:45:00,herd_cattle_A,-32.779585,26.840571,1.327,24.17,normal,0,0,0,0
2022-01-01 15:00:00,herd_cattle_A,-32.77978,26.841362,1.349,23.12,normal,0,0,0,0
2022-01-01 15:15:00,herd_cattle_A,-32.779419,26.841296,1.088,21.48,normal,0,0,0,0
2022-01-01 15:30:00,herd_cattle_A,-32.77937,26.840924,1.084,24.22,normal,0,0,0,0
2022-01-01 15:45:00,herd_cattle_A,-32.779346,26.841337,1.513,24.1,normal,0,0,0,0
2022-01-01 16:00:00,herd_cattle_A,-32.779455,26.841224,1.346,22.8,normal,0,0,0,0
2022-01-01 16:15:00,herd_cattle_A,-32.779978,26.841639,1.499,21.7,normal,0,0,0,0
2022-01-01 16:30:00,herd_cattle_A,-32.779964,26.842184,1.504,18.15,normal,0,0,0,0
2022-01-01 16:45:00,herd_cattle_A,-32.77978,26.841827,1.77,19.66,normal,0,0,0,0
2022-01-01 17:00:00,herd_cattle_A,-32.779401,26.841558,1.396,21.94,normal,0,0,0,0
2022-01-01 17:15:00,herd_cattle_A,-32.779583,26.841661,1.284,21.24,normal,0,0,0,0
2022-01-01 17:30:00,herd_cattle_A,-32.779356,26.841734,1.726,22.06,normal,0,0,0,0
2022-01-01 17:45:00,herd_cattle_A,-32.77913,26.842135,1.413,17.82,normal,0,0,0,0
2022-01-01 18:00:00,herd_cattle_A,-32.779214,26.842385,1.76,15.74,normal,0,0,0,0
2022-01-01 18:15:00,herd_cattle_A,-32.779337,26.842134,1.786,14.33,normal,0,0,0,0
2022-01-01 18:30:00,herd_cattle_A,-32.779422,26.841958,1.826,16.06,normal,0,0,0,0
2022-01-01 18:45:00,herd_cattle_A,-32.779533,26.842154,1.787,14.89,normal,0,0,0,0
2022-01-01 19:00:00,herd_cattle_A,-32.779599,26.841932,2.268,16.14,normal,0,0,0,0
2022-01-01 19:15:00,herd_cattle_A,-32.779547,26.841714,1.92,16.15,normal,0,0,0,0
2022-01-01 19:30:00,herd_cattle_A,-32.779544,26.841689,1.454,17.38,normal,0,0,0,0
2022-01-01 19:45:00,herd_cattle_A,-32.779567,26.841631,1.256,14.22,normal,0,0,0,0
2022-01-01 20:00:00,herd_cattle_A,-32.779626,26.841485,0.965,18.13,normal,0,0,0,0
2022-01-01 20:15:00,herd_cattle_A,-32.779642,26.841401,1.069,13.67,normal,0,0,0,0
2022-01-01 20:30:00,herd_cattle_A,-32.779654,26.841295,1.003,12.2,normal,0,0,0,0
2022-01-01 20:45:00,herd_cattle_A,-32.779648,26.841194,0.958,14.89,warning,1,1,0,0
2022-01-01 21:00:00,herd_cattle_A,-32.779689,26.841127,0.997,17.28,normal,0,0,0,0
2022-01-01 21:15:00,herd_cattle_A,-32.779647,26.84102,1.014,14.23,normal,0,0,0,0
2022-01-01 21:30:00,herd_cattle_A,-32.779643,26.840897,1.015,10.43,normal,0,0,0,0
2022-01-01 21:45:00,herd_cattle_A,-32.779705,26.840824,1.046,14.09,normal,0,0,0,0
2022-01-01 22:00:00,herd_cattle_A,-32.779679,26.840706,1.066,11.0,normal,0,0,0,0
2022-01-01 22:15:00,herd_cattle_A,-32.779689,26.840688,0.965,13.06,normal,0,0,0,0
2022-01-01 22:30:00,herd_cattle_A,-32.779653,26.840584,1.009,13.8,normal,0,0,0,0
2022-01-01 22:45:00,herd_cattle_A,-32.77971,26.84054,0.982,13.4,normal,0,0,0,0
2022-01-01 23:00:00,herd_cattle_A,-32.779731,26.840562,1.027,15.81,normal,0,0,0,0
2022-01-01 23:15:00,herd_cattle_A,-32.779756,26.840446,0.993,13.59,normal,0,0,0,0
2022-01-01 23:30:00,herd_cattle_A,-32.779803,26.840385,0.98,14.48,normal,0,0,0,0
2022-01-01 23:45:00,herd_cattle_A,-32.779861,26.840418,1.09,17.8,normal,0,0,0,0
2022-01-02 00:00:00,herd_cattle_A,-32.779863,26.8403,1.028,15.7,normal,0,0,0,0
2022-01-02 00:15:00,herd_cattle_A,-32.779802,26.840312,0.969,14.02,normal,0,0,0,0
2022-01-02 00:30:00,herd_cattle_A,-32.779794,26.840297,1.022,15.62,normal,0,0,0,0
2022-01-02 00:45:00,herd_cattle_A,-32.77985,26.840332,1.022,14.17,normal,0,0,0,0
2022-01-02 01:00:00,herd_cattle_A,-32.779884,26.840257,1.068,14.03,normal,0,0,0,0
2022-01-02 01:15:00,herd_cattle_A,-32.779905,26.840249,0.912,11.89,normal,0,0,0,0
2022-01-02 01:30:00,herd_cattle_A,-32.779909,26.84018,1.047,13.63,normal,0,0,0,0
2022-01-02 01:45:00,herd_cattle_A,-32.779915,26.840154,1.037,15.71,normal,0,0,0,0
2022-01-02 02:00:00,herd_cattle_A,-32.779952,26.840144,0.951,11.35,normal,0,0,0,0
2022-01-02 02:15:00,herd_cattle_A,-32.779891,26.840143,0.998,14.03,normal,0,0,0,0
2022-01-02 02:30:00,herd_cattle_A,-32.779802,26.840084,1.111,11.84,normal,0,0,0,0
2022-01-02 02:45:00,herd_cattle_A,-32.77979,26.840091,1.058,14.32,normal,0,0,0,0
2022-01-02 03:00:00,herd_cattle_A,-32.779763,26.840034,0.997,13.43,normal,0,0,0,0
2022-01-02 03:15:00,herd_cattle_A,-32.779701,26.83999,0.983,11.45,normal,0,0,0,0
2022-01-02 03:30:00,herd_cattle_A,-32.779746,26.840033,0.993,,normal,0,0,0,0
2022-01-02 03:45:00,herd_cattle_A,-32.779814,26.8401,0.988,12.95,normal,0,0,0,0
2022-01-02 04:00:00,herd_cattle_A,-32.779864,26.840048,0.966,12.34,normal,0,0,0,0
2022-01-02 04:15:00,herd_cattle_A,-32.779912,26.840072,0.98,12.96,normal,0,0,0,0
2022-01-02 04:30:00,herd_cattle_A,-32.779982,26.840037,1.024,11.06,normal,0,0,0,0
2022-01-02 04:45:00,herd_cattle_A,-32.779992,26.839928,1.031,14.92,normal,0,0,0,0
2022-01-02 05:00:00,herd_cattle_A,-32.780054,26.839908,1.064,10.15,normal,0,0,0,0
2022-01-02 05:15:00,herd_cattle_A,-32.780056,26.839871,1.034,13.62,normal,0,0,0,0
2022-01-02 05:30:00,herd_cattle_A,-32.780028,26.839957,1.046,16.45,normal,0,0,0,0
2022-01-02 05:45:00,herd_cattle_A,-32.780005,26.839951,0.978,13.0,normal,0,0,0,0
2022-01-02 06:00:00,herd_cattle_A,-32.779738,26.839954,1.855,14.25,normal,0,0,0,0
2022-01-02 06:15:00,herd_cattle_A,-32.779528,26.839508,1.713,15.67,normal,0,0,0,0
2022-01-02 06:30:00,herd_cattle_A,-32.77947,26.839589,1.699,14.76,normal,0,0,0,0
2022-01-02 06:45:00,herd_cattle_A,-32.779448,26.839589,1.343,16.23,normal,0,0,0,0
2022-01-02 07:00:00,herd_cattle_A,-32.778948,26.839464,1.601,15.28,normal,0,0,0,0
2022-01-02 07:15:00,herd_cattle_A,-32.779013,26.839354,1.391,16.03,normal,0,0,0,0
2022-01-02 07:30:00,herd_cattle_A,-32.778936,26.839244,1.696,16.22,normal,0,0,0,0
2022-01-02 07:45:00,herd_cattle_A,-32.77878,26.839664,1.534,18.2,normal,0,0,0,0
2022-01-02 08:00:00,herd_cattle_A,-32.778893,26.840051,1.577,16.58,normal,0,0,0,0
2022-01-02 08:15:00,herd_cattle_A,-32.778365,26.840268,1.533,17.7,normal,0,0,0,0
2022-01-02 08:30:00,herd_cattle_A,-32.77803,26.840011,1.135,17.53,normal,0,0,0,0
2022-01-02 08:45:00,herd_cattle_A,-32.778192,26.839708,1.496,18.89,normal,0,0,0,0
2022-01-02 09:00:00,herd_cattle_A,-32.778223,26.839623,1.413,21.71,normal,0,0,0,0
2022-01-02 09:15:00,herd_cattle_A,-32.777839,26.83961,1.266,20.33,normal,0,0,0,0
2022-01-02 09:30:00,herd_cattle_A,-32.777898,26.839254,1.61,17.86,normal,0,0,0,0
2022-01-02 09:45:00,herd_cattle_A,-32.778592,26.839298,1.435,19.54,normal,0,0,0,0
2022-01-02 10:00:00,herd_cattle_A,-32.778626,26.839397,1.116,19.06,normal,0,0,0,0
2022-01-02 10:15:00,herd_cattle_A,-32.778775,26.840011,1.03,22.43,normal,0,0,0,0
2022-01-02 10:30:00,herd_cattle_A,-32.778394,26.840207,1.197,19.56,normal,0,0,0,0
2022-01-02 10:45:00,herd_cattle_A,-32.778275,26.840618,1.22,22.14,normal,0,0,0,0
2022-01-02 11:00:00,herd_cattle_A,-32.778098,26.840682,1.134,24.38,normal,0,0,0,0
2022-01-02 11:15:00,herd_cattle_A,-32.777815,26.8407,1.221,20.69,normal,0,0,0,0
2022-01-02 11:30:00,herd_cattle_A,-32.777408,26.840554,1.055,22.46,normal,0,0,0,0
2022-01-02 11:45:00,herd_cattle_A,-32.777496,26.84069,1.529,21.94,normal,0,0,0,0
2022-01-02 12:00:00,herd_cattle_A,-32.777583,26.841062,1.055,22.41,normal,0,0,0,0
2022-01-02 12:15:00,herd_cattle_A,-32.77781,26.840593,1.292,20.39,normal,0,0,0,0
2022-01-02 12:30:00,herd_cattle_A,-32.777906,26.840698,1.113,21.44,normal,0,0,0,0
2022-01-02 12:45:00,herd_cattle_A,-32.777128,26.841183,1.298,23.83,normal,0,0,0,0
2022-01-02 13:00:00,herd_cattle_A,-32.777092,26.840819,1.336,24.08,normal,0,0,0,0
2022-01-02 13:15:00,herd_cattle_A,-32.777686,26.841464,1.137,23.79,normal,0,0,0,0
2022-01-02 13:30:00,herd_cattle_A,-32.778019,26.84109,1.153,21.41,normal,0,0,0,0
2022-01-02 13:45:00,herd_cattle_A,-32.778393,26.840816,1.448,20.84,normal,0,0,0,0
2022-01-02 14:00:00,herd_cattle_A,-32.77832,26.840406,1.05,20.23,normal,0,0,0,0
2022-01-02 14:15:00,herd_cattle_A,-32.778197,26.840477,1.131,20.88,normal,0,0,0,0
2022-01-02 14:30:00,herd_cattle_A,-32.777998,26.840526,1.223,19.41,normal,0,0,0,0
2022-01-02 14:45:00,herd_cattle_A,-32.778327,26.840924,1.394,21.71,normal,0,0,0,0
2022-01-02 15:00:00,herd_cattle_A,-32.778093,26.841512,1.256,21.06,normal,0,0,0,0
2022-01-02 15:15:00,herd_cattle_A,-32.778246,26.841242,1.423,24.5,normal,0,0,0,0
2022-01-02 15:30:00,herd_cattle_A,-32.777819,26.841414,1.259,20.01,normal,0,0,0,0
2022-01-02 15:45:00,herd_cattle_A,-32.777524,26.84102,1.155,18.94,normal,0,0,0,0
2022-01-02 16:00:00,herd_cattle_A,-32.777691,26.841123,1.184,17.39,normal,0,0,0,0
2022-01-02 16:15:00,herd_cattle_A,-32.77766,26.841149,1.823,19.08,normal,0,0,0,0
2022-01-02 16:30:00,herd_cattle_A,-32.777913,26.841384,1.395,17.8,normal,0,0,0,0
2022-01-02 16:45:00,herd_cattle_A,-32.77817,26.841804,1.979,18.31,normal,0,0,0,0
2022-01-02 17:00:00,herd_cattle_A,-32.778131,26.841203,1.604,20.25,normal,0,0,0,0
2022-01-02 17:15:00,herd_cattle_A,-32.778554,26.841359,1.427,18.02,normal,0,0,0,0
2022-01-02 17:30:00,herd_cattle_A,-32.778242,26.841258,1.628,13.54,normal,0,0,0,0
2022-01-02 17:45:00,herd_cattle_A,-32.777931,26.841039,1.251,17.04,normal,0,0,0,0
2022-01-02 18:00:00,herd_cattle_A,-32.778219,26.840859,1.349,15.67,normal,0,0,0,0
2022-01-02 18:15:00,herd_cattle_A,-32.778521,26.841309,1.489,17.72,normal,0,0,0,0
2022-01-02 18:30:00,herd_cattle_A,-32.778274,26.841169,1.776,16.28,normal,0,0,0,0
2022-01-02 18:45:00,herd_cattle_A,-32.778381,26.840773,1.696,16.58,normal,0,0,0,0
2022-01-02 19:00:00,herd_cattle_A,-32.778463,26.840723,1.342,15.85,normal,0,0,0,0
2022-01-02 19:15:00,herd_cattle_A,-32.778517,26.840668,1.93,14.85,normal,0,0,0,0
2022-01-02 19:30:00,herd_cattle_A,-32.778712,26.840757,1.403,14.41,normal,0,0,0,0
2022-01-02 19:45:00,herd_cattle_A,-32.778877,26.840663,,15.12,normal,0,0,0,0
2022-01-02 20:00:00,herd_cattle_A,-32.778975,26.840569,0.982,15.29,normal,0,0,0,0
2022-01-02 20:15:00,herd_cattle_A,-32.779021,26.840491,1.031,15.24,normal,0,0,0,0
2022-01-02 20:30:00,herd_cattle_A,-32.779072,26.840424,0.987,15.0,normal,0,0,0,0
2022-01-02 20:45:00,herd_cattle_A,-32.77913,,0.931,11.72,warning,1,1,0,0
2022-01-02 21:00:00,herd_cattle_A,-32.779187,26.840366,0.915,15.05,normal,0,0,0,0
2022-01-02 21:15:00,herd_cattle_A,-32.77935,26.840381,1.076,12.46,normal,0,0,0,0
2022-01-02 21:30:00,herd_cattle_A,-32.779377,26.84034,0.943,13.66,normal,0,0,0,0
2022-01-02 21:45:00,herd_cattle_A,-32.779379,26.840327,1.064,16.12,normal,0,0,0,0
2022-01-02 22:00:00,herd_cattle_A,-32.779377,26.840206,0.965,13.87,normal,0,0,0,0
2022-01-02 22:15:00,herd_cattle_A,-32.779496,26.840231,0.958,13.51,normal,0,0,0,0
2022-01-02 22:30:00,herd_cattle_A,-32.779589,26.840155,0.978,11.61,normal,0,0,0,0
2022-01-02 22:45:00,herd_cattle_A,-32.779654,26.840177,0.966,15.49,normal,0,0,0,0
2022-01-02 23:00:00,herd_cattle_A,-32.779681,26.84012,0.939,12.63,normal,0,0,0,0
2022-01-02 23:15:00,herd_cattle_A,-32.779654,26.840106,0.991,14.04,normal,0,0,0,0
2022-01-02 23:30:00,herd_cattle_A,-32.779596,26.84013,0.995,11.02,normal,0,0,0,0
2022-01-02 23:45:00,herd_cattle_A,-32.779713,26.840153,1.06,16.04,normal,0,0,0,0
2022-01-03 00:00:00,herd_cattle_A,-32.779708,26.840199,1.012,12.16,normal,0,0,0,0
2022-01-03 00:15:00,herd_cattle_A,-32.779737,26.840231,1.047,15.08,normal,0,0,0,0
2022-01-03 00:30:00,herd_cattle_A,-32.77979,26.840205,0.993,12.62,normal,0,0,0,0
2022-01-03 00:45:00,herd_cattle_A,-32.779713,26.840108,0.923,13.29,normal,0,0,0,0
2022-01-03 01:00:00,herd_cattle_A,-32.779787,26.840097,1.027,11.1,normal,0,0,0,0
2022-01-03 01:15:00,herd_cattle_A,-32.779716,26.840072,1.003,11.26,normal,0,0,0,0
2022-01-03 01:30:00,herd_cattle_A,-32.779741,26.840096,1.049,14.6,normal,0,0,0,0
2022-01-03 01:45:00,herd_cattle_A,-32.779825,26.840077,1.038,11.09,normal,0,0,0,0
2022-01-03 02:00:00,herd_cattle_A,-32.779915,26.840055,0.973,14.96,normal,0,0,0,0
2022-01-03 02:15:00,herd_cattle_A,-32.779837,26.839981,1.01,14.4,normal,0,0,0,0
2022-01-03 02:30:00,herd_cattle_A,-32.779819,26.839939,0.912,12.7,normal,0,0,0,0
2022-01-03 02:45:00,herd_cattle_A,-32.779852,26.839964,1.053,11.77,normal,0,0,0,0
2022-01-03 03:00:00,herd_cattle_A,-32.779835,26.840022,1.005,13.44,normal,0,0,0,0
2022-01-03 03:15:00,herd_cattle_A,-32.779835,26.839969,0.915,12.37,normal,0,0,0,0
2022-01-03 03:30:00,herd_cattle_A,-32.779879,26.840019,1.071,10.72,normal,0,0,0,0
2022-01-03 03:45:00,herd_cattle_A,-32.779841,26.839973,1.056,13.62,normal,0,0,0,0
2022-01-03 04:00:00,herd_cattle_A,-32.77981,26.839925,0.999,12.9,normal,0,0,0,0
2022-01-03 04:15:00,herd_cattle_A,-32.779784,26.839956,0.991,11.81,normal,0,0,0,0
2022-01-03 04:30:00,herd_cattle_A,-32.779856,26.840053,0.984,12.8,normal,0,0,0,0
2022-01-03 04:45:00,herd_cattle_A,-32.779916,26.840092,1.007,11.62,normal,0,0,0,0
2022-01-03 05:00:00,herd_cattle_A,-32.779859,26.84006,0.945,12.12,normal,0,0,0,0
2022-01-03 05:15:00,herd_cattle_A,-32.779916,26.840003,1.05,15.28,normal,0,0,0,0
2022-01-03 05:30:00,herd_cattle_A,-32.779927,26.840021,1.097,16.09,normal,0,0,0,0
2022-01-03 05:45:00,herd_cattle_A,-32.780024,26.840032,0.999,16.47,normal,0,0,0,0
2022-01-03 06:00:00,herd_cattle_A,-32.779841,26.840077,1.233,15.77,normal,0,0,0,0
2022-01-03 06:15:00,herd_cattle_A,-32.779758,26.839863,1.001,14.83,normal,0,0,0,0
2022-01-03 06:30:00,herd_cattle_A,-32.779824,26.839511,1.582,15.57,normal,0,0,0,0
2022-01-03 06:45:00,herd_cattle_A,-32.779563,26.839035,1.501,14.18,normal,0,0,0,0
2022-01-03 07:00:00,herd_cattle_A,-32.779313,26.839457,1.578,15.89,normal,0,0,0,0
2022-01-03 07:15:00,herd_cattle_A,-32.77945,26.839378,1.359,17.18,normal,0,0,0,0
2022-01-03 07:30:00,herd_cattle_A,-32.779827,26.839649,1.635,18.85,normal,0,0,0,0
2022-01-03 07:45:00,herd_cattle_A,-32.779891,26.839698,1.545,19.0,normal,0,0,0,0
2022-01-03 08:00:00,herd_cattle_A,-32.780134,26.840048,1.287,18.4,normal,0,0,0,0
2022-01-03 08:15:00,herd_cattle_A,-32.780095,26.840169,1.435,21.23,normal,0,0,0,0
2022-01-03 08:30:00,herd_cattle_A,-32.780592,26.839978,1.782,21.6,normal,0,0,0,0
2022-01-03 08:45:00,herd_cattle_A,-32.780983,26.839952,1.426,19.7,normal,0,0,0,0
2022-01-03 09:00:00,herd_cattle_A,-32.78072,26.840623,1.531,19.68,normal,0,0,0,0
2022-01-03 09:15:00,herd_cattle_A,-32.781148,26.840498,1.175,21.68,normal,0,0,0,0
2022-01-03 09:30:00,herd_cattle_A,-32.781193,26.840669,1.93,20.63,normal,0,0,0,0
2022-01-03 09:45:00,herd_cattle_A,-32.781147,,1.579,23.19,normal,0,0,0,0
2022-01-03 10:00:00,herd_cattle_A,-32.780732,26.840152,1.214,23.29,normal,0,0,0,0
2022-01-03 10:15:00,herd_cattle_A,-32.780711,26.840337,1.021,23.62,normal,0,0,0,0
2022-01-03 10:30:00,herd_cattle_A,-32.780776,26.840658,1.512,23.98,normal,0,0,0,0
2022-01-03 10:45:00,herd_cattle_A,-32.780861,26.840423,1.213,24.45,normal,0,0,0,0
2022-01-03 11:00:00,herd_cattle_A,-32.781067,26.840761,0.904,22.59,normal,0,0,0,0
2022-01-03 11:15:00,herd_cattle_A,-32.780693,26.841262,1.013,23.55,normal,0,0,0,0
2022-01-03 11:30:00,herd_cattle_A,,26.841339,1.01,27.79,normal,0,0,0,0
2022-01-03 11:45:00,herd_cattle_A,-32.780806,26.841053,1.237,26.17,normal,0,0,0,0
2022-01-03 12:00:00,herd_cattle_A,-32.780554,26.841405,1.791,23.82,normal,0,0,0,0
2022-01-03 12:15:00,herd_cattle_A,-32.780766,26.841181,0.996,24.41,normal,0,0,0,0
2022-01-03 12:30:00,herd_cattle_A,-32.780793,26.841096,1.138,24.98,normal,0,0,0,0
2022-01-03 12:45:00,herd_cattle_A,-32.781004,26.841259,1.077,26.27,normal,0,0,0,0
2022-01-03 13:00:00,herd_cattle_A,-32.780466,26.840902,1.298,25.0,normal,0,0,0,0
2022-01-03 13:15:00,herd_cattle_A,-32.780478,26.840741,1.227,29.29,normal,0,0,0,0
2022-01-03 13:30:00,herd_cattle_A,-32.780335,26.840402,1.104,25.34,normal,0,0,0,0
2022-01-03 13:45:00,herd_cattle_A,-32.780363,26.840084,0.916,28.68,normal,0,0,0,0
2022-01-03 14:00:00,herd_cattle_A,-32.780209,26.840151,1.397,26.06,normal,0,0,0,0
2022-01-03 14:15:00,herd_cattle_A,-32.78024,26.840145,1.3,25.03,normal,0,0,0,0
2022-01-03 14:30:00,herd_cattle_A,-32.779787,26.839612,1.143,25.19,normal,0,0,0,0
2022-01-03 14:45:00,herd_cattle_A,-32.779615,26.83981,1.182,28.46,normal,0,0,0,0
2022-01-03 15:00:00,herd_cattle_A,-32.778763,26.84018,1.264,26.55,normal,0,0,0,0
2022-01-03 15:15:00,herd_cattle_A,-32.778383,26.840638,1.282,24.38,normal,0,0,0,0
2022-01-03 15:30:00,herd_cattle_A,-32.77803,26.840808,1.347,24.92,normal,0,0,0,0
2022-01-03 15:45:00,herd_cattle_A,-32.777941,26.841062,1.301,23.73,normal,0,0,0,0
2022-01-03 16:00:00,herd_cattle_A,-32.777571,26.841177,1.718,23.02,normal,0,0,0,0
2022-01-03 16:15:00,herd_cattle_A,-32.777457,26.841875,1.195,21.34,normal,0,0,0,0
2022-01-03 16:30:00,herd_cattle_A,-32.776813,26.842312,1.477,23.04,normal,0,0,0,0
2022-01-03 16:45:00,herd_cattle_A,-32.776995,26.84215,1.15,24.51,normal,0,0,0,0
2022-01-03 17:00:00,herd_cattle_A,-32.777005,26.842872,1.551,20.12,warning,1,0,1,0
2022-01-03 17:15:00,herd_cattle_A,-32.776816,26.84297,1.695,23.56,warning,1,0,1,0
2022-01-03 17:30:00,herd_cattle_A,-32.776441,26.842484,1.39,19.56,warning,1,0,1,0
2022-01-03 17:45:00,herd_cattle_A,-32.776371,26.842397,1.44,22.55,warning,1,0,1,0
2022-01-03 18:00:00,herd_cattle_A,-32.776462,26.842796,1.938,20.64,warning,1,0,1,0
2022-01-03 18:15:00,herd_cattle_A,-32.776257,26.842228,1.103,21.12,warning,1,0,1,0
2022-01-03 18:30:00,herd_cattle_A,-32.776263,26.842472,1.1,17.97,warning,1,0,1,0
