timestamp,site_id,soil_moisture_vwc,soil_ph,soil_ec_uS_cm,air_temperature_c,relative_humidity_pct,pressure_hPa,light_lux,status,alert_triggered,stress_moisture,stress_ph,stress_salinity,stress_critical,wx_rain_mm_hr
2022-01-01 21:45:00,site_riverside,0.451,5.97,216.6,13.13,93.9,959.2,0.0,warning,1,1,0,0,0,0.39
2022-01-01 22:00:00,site_riverside,0.439,5.94,243.4,13.8,93.4,959.3,283.0,normal,0,0,0,0,0,0.47
2022-01-01 22:15:00,site_riverside,0.433,5.99,206.0,13.0,92.0,959.7,386.0,normal,0,0,0,0,0,0.738
2022-01-01 22:30:00,site_riverside,0.427,5.97,255.8,13.45,94.5,959.1,28.0,normal,0,0,0,0,0,1.005
2022-01-01 22:45:00,site_riverside,0.462,5.97,256.0,13.34,92.2,958.5,172.0,warning,1,1,0,0,0,1.272
2022-01-01 23:00:00,site_riverside,0.439,6.04,265.2,13.09,95.2,959.2,0.0,normal,0,0,0,0,0,1.54
2022-01-01 23:15:00,site_riverside,0.443,6.08,307.5,12.49,93.6,959.5,0.0,normal,0,0,0,0,0,1.83
2022-01-01 23:30:00,site_riverside,0.425,5.93,317.0,13.06,95.4,959.4,493.0,normal,0,0,0,0,0,2.12
2022-01-01 23:45:00,site_riverside,0.418,5.99,287.8,14.78,96.7,959.0,340.0,normal,0,0,0,0,0,2.41
2022-01-02 00:00:00,site_riverside,0.427,6.03,262.7,13.72,95.8,959.4,0.0,normal,0,0,0,0,0,2.7
2022-01-02 00:15:00,site_riverside,0.455,5.98,223.2,13.84,97.7,959.0,0.0,warning,1,1,0,0,0,2.968
2022-01-02 00:30:00,site_riverside,0.415,5.94,333.3,13.79,96.5,959.9,466.0,normal,0,0,0,0,0,3.235
2022-01-02 00:45:00,site_riverside,0.459,5.96,213.8,13.58,98.0,958.6,0.0,warning,1,1,0,0,0,3.502
2022-01-02 01:00:00,site_riverside,0.435,5.94,237.3,13.93,100.0,959.0,0.0,normal,0,0,0,0,0,3.77
2022-01-02 01:15:00,site_riverside,0.456,6.04,241.5,14.05,94.6,958.9,0.0,warning,1,1,0,0,0,3.642
2022-01-02 01:30:00,site_riverside,0.467,5.91,189.4,13.45,97.3,958.6,351.0,warning,1,1,0,0,0,3.515
2022-01-02 01:45:00,site_riverside,0.44,5.99,293.1,13.62,97.8,958.3,0.0,normal,0,0,0,0,0,3.387
2022-01-02 02:00:00,site_riverside,0.433,5.94,272.9,12.73,98.6,958.6,0.0,normal,0,0,0,0,0,3.26
2022-01-02 02:15:00,site_riverside,0.439,5.92,205.4,13.48,100.0,958.9,0.0,normal,0,0,0,0,0,3.228
2022-01-02 02:30:00,site_riverside,0.451,5.93,292.6,12.81,100.0,958.8,291.0,warning,1,1,0,0,0,3.195
2022-01-02 02:45:00,site_riverside,0.442,6.0,239.9,13.1,97.0,959.2,0.0,normal,0,0,0,0,0,3.162
2022-01-02 03:00:00,site_riverside,0.467,5.97,287.1,12.67,99.0,959.3,0.0,warning,1,1,0,0,0,3.13
2022-01-02 03:15:00,site_riverside,0.458,5.95,280.9,12.79,98.0,959.4,48.0,warning,1,1,0,0,0,2.81
2022-01-02 03:30:00,site_riverside,0.437,5.98,210.7,12.08,98.8,959.1,203.0,normal,0,0,0,0,0,2.49
2022-01-02 03:45:00,site_riverside,0.453,5.99,276.7,12.44,96.4,959.6,0.0,warning,1,1,0,0,0,2.17
2022-01-02 04:00:00,site_riverside,0.463,5.95,232.1,12.36,99.6,959.5,157.0,warning,1,1,0,0,0,1.85
2022-01-02 04:15:00,site_riverside,0.436,5.9,260.2,12.65,98.2,960.2,356.0,normal,0,0,0,0,0,1.63
2022-01-02 04:30:00,site_riverside,0.464,6.03,229.0,12.47,96.9,959.1,747.0,warning,1,1,0,0,0,1.41
2022-01-02 04:45:00,site_riverside,0.443,5.98,252.1,13.22,95.6,960.3,1637.0,normal,0,0,0,0,0,1.19
2022-01-02 05:00:00,site_riverside,0.423,5.97,259.8,12.38,97.6,959.4,2050.0,normal,0,0,0,0,0,0.97
2022-01-02 05:15:00,site_riverside,0.429,5.9,209.7,13.0,95.3,960.3,4866.0,normal,0,0,0,0,0,0.915
2022-01-02 05:30:00,site_riverside,0.436,5.99,231.7,13.54,94.3,959.3,8128.0,normal,0,0,0,0,0,0.86
2022-01-02 05:45:00,site_riverside,0.422,6.0,253.8,13.44,92.5,960.4,11287.0,normal,0,0,0,0,0,0.805
2022-01-02 06:00:00,site_riverside,0.405,5.98,341.5,14.45,94.4,960.3,13871.0,normal,0,0,0,0,0,0.75
2022-01-02 06:15:00,site_riverside,0.423,5.96,303.8,13.75,93.3,960.0,17790.0,normal,0,0,0,0,0,0.732
2022-01-02 06:30:00,site_riverside,0.422,5.96,331.5,14.81,85.7,961.1,20796.0,normal,0,0,0,0,0,0.715
2022-01-02 06:45:00,site_riverside,0.449,6.03,254.8,14.67,81.4,959.9,24394.0,normal,0,0,0,0,0,0.698
2022-01-02 07:00:00,site_riverside,0.43,5.94,281.0,14.89,84.0,960.3,27723.0,normal,0,0,0,0,0,0.68
2022-01-02 07:15:00,site_riverside,0.449,5.89,196.4,15.55,79.5,959.6,31218.0,normal,0,0,0,0,0,0.712
2022-01-02 07:30:00,site_riverside,0.434,6.03,228.8,16.66,80.0,960.6,35242.0,normal,0,0,0,0,0,0.745
2022-01-02 07:45:00,site_riverside,0.421,5.94,299.9,17.04,74.8,960.5,38750.0,normal,0,0,0,0,0,0.778
2022-01-02 08:00:00,site_riverside,0.407,5.93,255.6,16.58,75.8,959.6,42567.0,normal,0,0,0,0,0,0.81
2022-01-02 08:15:00,site_riverside,0.461,5.9,296.4,18.04,70.8,959.7,48424.0,warning,1,1,0,0,0,0.905
2022-01-02 08:30:00,site_riverside,0.439,5.94,226.8,17.99,71.7,959.3,53050.0,normal,0,0,0,0,0,1.0
2022-01-02 08:45:00,site_riverside,0.459,6.0,238.6,18.04,69.8,959.7,58939.0,warning,1,1,0,0,0,1.095
2022-01-02 09:00:00,site_riverside,0.427,5.89,274.4,19.2,70.5,959.2,63844.0,normal,0,0,0,0,0,1.19
2022-01-02 09:15:00,site_riverside,0.445,5.9,266.5,18.97,71.7,960.3,69717.0,normal,0,0,0,0,0,1.237
2022-01-02 09:30:00,site_riverside,0.453,5.91,315.7,18.85,64.4,959.3,74684.0,warning,1,1,0,0,0,1.285
2022-01-02 09:45:00,site_riverside,0.429,5.93,146.1,19.9,63.4,958.4,80102.0,normal,0,0,0,0,0,1.332
2022-01-02 10:00:00,site_riverside,0.447,5.96,196.9,19.56,66.4,959.3,85740.0,normal,0,0,0,0,0,1.38
2022-01-02 10:15:00,site_riverside,0.438,6.02,259.7,20.86,63.0,958.3,90507.0,normal,0,0,0,0,0,1.482
2022-01-02 10:30:00,site_riverside,0.444,5.98,216.2,21.22,65.4,958.9,94216.0,normal,0,0,0,0,0,1.585
2022-01-02 10:45:00,site_riverside,0.459,5.98,271.8,21.88,61.3,957.8,99136.0,warning,1,1,0,0,0,1.688
2022-01-02 11:00:00,site_riverside,0.446,5.97,251.4,21.53,59.4,958.7,103013.0,normal,0,0,0,0,0,1.79
2022-01-02 11:15:00,site_riverside,0.436,5.93,229.1,22.46,60.1,958.8,107077.0,normal,0,0,0,0,0,1.91
2022-01-02 11:30:00,site_riverside,0.429,5.92,273.2,22.05,54.0,958.4,110663.0,normal,0,0,0,0,0,2.03
2022-01-02 11:45:00,site_riverside,0.439,6.02,171.0,22.17,59.4,957.7,114539.0,normal,0,0,0,0,0,2.15
2022-01-02 12:00:00,site_riverside,0.453,5.81,219.9,21.7,59.3,958.0,119042.0,warning,1,1,0,0,0,2.27
2022-01-02 12:15:00,site_riverside,0.436,5.96,218.3,23.92,56.0,957.3,119517.0,normal,0,0,0,0,0,2.36
2022-01-02 12:30:00,site_riverside,0.414,5.85,266.0,22.83,58.4,957.7,119596.0,normal,0,0,0,0,0,2.45
2022-01-02 12:45:00,site_riverside,0.461,5.97,295.7,22.92,57.5,957.6,120677.0,warning,1,1,0,0,0,2.54
2022-01-02 13:00:00,site_riverside,0.437,5.93,259.8,23.9,56.1,957.3,121399.0,normal,0,0,0,0,0,2.63
2022-01-02 13:15:00,site_riverside,0.474,5.97,199.4,22.42,61.4,957.0,114733.0,warning,1,1,0,0,0,2.805
2022-01-02 13:30:00,site_riverside,0.434,5.97,281.9,23.2,56.0,957.5,109555.0,normal,0,0,0,0,0,2.98
2022-01-02 13:45:00,site_riverside,0.421,5.99,276.4,23.45,59.7,956.7,103423.0,normal,0,0,0,0,0,3.155
2022-01-02 14:00:00,site_riverside,0.42,6.0,294.4,22.52,59.3,956.9,97341.0,normal,0,0,0,0,0,3.33
2022-01-02 14:15:00,site_riverside,0.407,5.97,248.6,21.59,57.0,958.1,93271.0,normal,0,0,0,0,0,3.388
2022-01-02 14:30:00,site_riverside,0.441,5.97,319.7,21.82,64.6,957.8,89008.0,normal,0,0,0,0,0,3.445
2022-01-02 14:45:00,site_riverside,0.43,5.96,252.8,21.8,64.4,956.1,84535.0,normal,0,0,0,0,0,3.502
2022-01-02 15:00:00,site_riverside,0.441,5.92,208.6,22.35,64.7,956.9,80589.0,normal,0,0,0,0,0,3.56
2022-01-02 15:15:00,site_riverside,0.463,5.96,213.5,20.14,66.3,957.4,73633.0,warning,1,1,0,0,0,3.542
2022-01-02 15:30:00,site_riverside,0.444,5.89,270.6,19.89,63.2,956.9,67806.0,normal,0,0,0,0,0,3.525
2022-01-02 15:45:00,site_riverside,0.433,5.99,182.6,19.71,65.6,957.0,60996.0,normal,0,0,0,0,0,3.508
2022-01-02 16:00:00,site_riverside,0.452,5.92,208.8,18.89,63.1,956.9,54778.0,warning,1,1,0,0,0,3.49
2022-01-02 16:15:00,site_riverside,0.423,5.95,,19.79,64.5,956.4,48378.0,normal,0,0,0,0,0,3.325
2022-01-02 16:30:00,site_riverside,0.431,5.87,283.5,19.05,65.5,957.9,42133.0,normal,0,0,0,0,0,3.16
2022-01-02 16:45:00,site_riverside,0.461,5.97,237.1,18.42,69.9,957.5,35980.0,warning,1,1,0,0,0,2.995
2022-01-02 17:00:00,site_riverside,0.442,5.96,264.7,18.99,69.1,957.9,29209.0,normal,0,0,0,0,0,2.83
2022-01-02 17:15:00,site_riverside,,5.91,263.5,18.17,76.6,957.4,25081.0,normal,0,0,0,0,0,2.558
2022-01-02 17:30:00,site_riverside,,5.9,317.6,17.85,74.7,957.7,20250.0,normal,0,0,0,0,0,2.285
2022-01-02 17:45:00,site_riverside,,5.96,176.8,17.84,72.4,957.3,15331.0,warning,1,1,0,0,0,2.013
2022-01-02 18:00:00,site_riverside,,5.84,188.7,16.68,80.2,958.2,9992.0,warning,1,1,0,0,0,1.74
2022-01-02 18:15:00,site_riverside,,5.95,246.0,15.27,81.5,958.9,7586.0,normal,0,0,0,0,0,1.582
2022-01-02 18:30:00,site_riverside,,5.92,218.5,16.21,80.1,958.1,5368.0,warning,1,1,0,0,0,1.425
2022-01-02 18:45:00,site_riverside,0.422,5.89,154.7,15.74,82.9,958.7,3547.0,normal,0,0,0,0,0,1.268
2022-01-02 19:00:00,site_riverside,0.45,5.94,195.2,15.09,83.0,958.5,269.0,normal,0,0,0,0,0,1.11
2022-01-02 19:15:00,site_riverside,0.431,6.04,306.1,16.01,88.7,958.5,73.0,normal,0,0,0,0,0,1.003
2022-01-02 19:30:00,site_riverside,0.431,5.93,266.5,15.29,85.9,958.1,359.0,normal,0,0,0,0,0,0.895
2022-01-02 19:45:00,site_riverside,0.434,5.96,257.8,15.03,83.8,958.3,0.0,normal,0,0,0,0,0,0.788
2022-01-02 20:00:00,site_riverside,0.455,5.89,232.7,15.19,87.0,958.3,0.0,warning,1,1,0,0,0,0.68
2022-01-02 20:15:00,site_riverside,0.433,5.91,306.3,14.7,91.9,959.0,120.0,normal,0,0,0,0,0,0.655
2022-01-02 20:30:00,site_riverside,0.44,5.95,281.2,14.43,85.7,958.2,0.0,normal,0,0,0,0,0,0.63
2022-01-02 20:45:00,site_riverside,0.447,6.0,234.3,14.36,90.1,958.5,201.0,normal,0,0,0,0,0,0.605
2022-01-02 21:00:00,site_riverside,0.454,5.92,207.7,13.96,89.5,959.2,40.0,warning,1,1,0,0,0,0.58
2022-01-02 21:15:00,site_riverside,0.438,6.03,248.5,13.91,94.2,958.2,0.0,normal,0,0,0,0,0,0.565
2022-01-02 21:30:00,site_riverside,0.43,5.87,243.1,14.37,92.0,958.5,0.0,normal,0,0,0,0,0,0.55
2022-01-02 21:45:00,site_riverside,0.433,5.94,189.1,12.64,92.2,958.3,346.0,normal,0,0,0,0,0,0.535
2022-01-02 22:00:00,site_riverside,0.427,5.97,178.9,13.51,91.1,959.2,0.0,normal,0,0,0,0,0,0.52
2022-01-02 22:15:00,site_riverside,0.444,5.96,229.1,14.63,91.7,957.9,166.0,normal,0,0,0,0,0,0.503
2022-01-02 22:30:00,site_riverside,0.448,6.01,190.1,13.98,93.1,959.0,0.0,normal,0,0,0,0,0,0.485
2022-01-02 22:45:00,site_riverside,0.422,5.89,232.3,13.26,93.0,958.2,183.0,normal,0,0,0,0,0,0.468
2022-01-02 23:00:00,site_riverside,0.449,5.99,213.4,12.82,92.4,957.2,662.0,normal,0,0,0,0,0,0.45
2022-01-02 23:15:00,site_riverside,0.454,5.92,317.1,12.25,96.8,957.8,0.0,warning,1,1,0,0,0,0.468
2022-01-02 23:30:00,site_riverside,0.466,5.98,294.7,12.89,92.4,,672.0,warning,1,1,0,0,0,0.485
2022-01-02 23:45:00,site_riverside,0.427,5.98,252.6,11.99,94.7,,128.0,normal,0,0,0,0,0,0.503
2022-01-03 00:00:00,site_riverside,0.429,6.02,219.5,13.52,98.3,,242.0,normal,0,0,0,0,0,0.52
2022-01-03 00:15:00,site_riverside,0.44,5.9,293.0,12.4,96.6,,0.0,normal,0,0,0,0,0,0.562
2022-01-03 00:30:00,site_riverside,0.435,6.04,201.7,12.49,97.4,957.8,0.0,normal,0,0,0,0,0,0.605
2022-01-03 00:45:00,site_riverside,0.418,5.98,250.9,12.01,96.8,957.1,297.0,normal,0,0,0,0,0,0.648
2022-01-03 01:00:00,site_riverside,0.433,6.01,210.6,12.02,92.4,955.5,0.0,normal,0,0,0,0,0,0.69
2022-01-03 01:15:00,site_riverside,0.417,5.99,248.0,12.15,96.1,956.3,0.0,normal,0,0,0,0,0,0.73
2022-01-03 01:30:00,site_riverside,0.446,5.96,226.5,12.77,100.0,956.9,0.0,normal,0,0,0,0,0,0.77
2022-01-03 01:45:00,site_riverside,0.442,5.95,177.8,13.16,100.0,955.9,0.0,normal,0,0,0,0,0,0.81
2022-01-03 02:00:00,site_riverside,0.444,5.99,233.3,11.38,100.0,956.1,0.0,normal,0,0,0,0,0,0.85
2022-01-03 02:15:00,site_riverside,0.431,5.9,298.5,12.61,100.0,956.6,0.0,normal,0,0,0,0,0,0.862
2022-01-03 02:30:00,site_riverside,0.427,6.02,259.4,12.27,100.0,955.9,226.0,normal,0,0,0,0,0,0.875
2022-01-03 02:45:00,site_riverside,0.446,6.0,254.7,13.11,100.0,956.1,161.0,normal,0,0,0,0,0,0.888
2022-01-03 03:00:00,site_riverside,0.425,6.03,200.1,12.15,98.7,956.5,0.0,normal,0,0,0,0,0,0.9
2022-01-03 03:15:00,site_riverside,0.432,6.01,301.3,12.73,97.6,956.4,0.0,normal,0,0,0,0,0,0.922
2022-01-03 03:30:00,site_riverside,0.421,5.95,248.7,11.52,100.0,956.2,0.0,normal,0,0,0,0,0,0.945
2022-01-03 03:45:00,site_riverside,0.461,6.08,204.4,11.15,100.0,956.7,0.0,warning,1,1,0,0,0,0.968
2022-01-03 04:00:00,site_riverside,0.445,6.03,218.1,11.73,97.7,956.1,8.0,normal,0,0,0,0,0,0.99
2022-01-03 04:15:00,site_riverside,0.45,5.98,216.2,10.69,100.0,956.6,738.0,warning,1,1,0,0,0,1.01
2022-01-03 04:30:00,site_riverside,0.429,5.96,235.2,12.3,100.0,956.7,993.0,normal,0,0,0,0,0,1.03
2022-01-03 04:45:00,site_riverside,0.431,5.93,276.0,12.74,95.2,956.1,2329.0,normal,0,0,0,0,0,1.05
2022-01-03 05:00:00,site_riverside,0.442,5.93,225.6,12.41,96.4,956.3,2658.0,normal,0,0,0,0,0,1.07
