timestamp,site_id,ambient_temperature_c,gate_open_event,fence_breach_event,vibration_level,status,alert_triggered,alert_gate_night,alert_fence_breach
2022-01-01 18:15:00,infrastructure_gate,19.66,0,0,0.202,normal,0,0,0
2022-01-01 18:30:00,infrastructure_gate,15.54,0,0,0.122,normal,0,0,0
2022-01-01 18:45:00,infrastructure_gate,16.75,0,0,0.124,normal,0,0,0
2022-01-01 19:00:00,infrastructure_gate,17.55,0,0,0.029,normal,0,0,0
2022-01-01 19:15:00,infrastructure_gate,14.91,0,0,0.182,normal,0,0,0
2022-01-01 19:30:00,infrastructure_gate,14.69,0,0,0.045,normal,0,0,0
2022-01-01 19:45:00,infrastructure_gate,14.36,0,0,0.162,normal,0,0,0
2022-01-01 20:00:00,infrastructure_gate,14.05,0,0,0.195,normal,0,0,0
2022-01-01 20:15:00,infrastructure_gate,14.02,0,0,0.019,normal,0,0,0
2022-01-01 20:30:00,infrastructure_gate,12.98,0,0,0.002,normal,0,0,0
2022-01-01 20:45:00,infrastructure_gate,14.84,0,0,0.135,normal,0,0,0
2022-01-01 21:00:00,infrastructure_gate,14.79,0,0,0.066,normal,0,0,0
2022-01-01 21:15:00,infrastructure_gate,14.01,0,0,0.012,normal,0,0,0
2022-01-01 21:30:00,infrastructure_gate,14.66,0,0,0.001,normal,0,0,0
2022-01-01 21:45:00,infrastructure_gate,12.23,0,0,0.006,normal,0,0,0
2022-01-01 22:00:00,infrastructure_gate,13.42,0,0,0.036,normal,0,0,0
2022-01-01 22:15:00,infrastructure_gate,13.41,0,0,0.109,normal,0,0,0
2022-01-01 22:30:00,infrastructure_gate,13.79,0,0,0.092,normal,0,0,0
2022-01-01 22:45:00,infrastructure_gate,12.29,0,0,0.207,normal,0,0,0
2022-01-01 23:00:00,infrastructure_gate,15.25,0,0,0.008,normal,0,0,0
2022-01-01 23:15:00,infrastructure_gate,14.09,0,0,0.038,normal,0,0,0
2022-01-01 23:30:00,infrastructure_gate,12.66,0,0,0.116,normal,0,0,0
2022-01-01 23:45:00,infrastructure_gate,13.93,0,0,0.181,normal,0,0,0
2022-01-02 00:00:00,infrastructure_gate,13.96,0,0,0.005,normal,0,0,0
2022-01-02 00:15:00,infrastructure_gate,12.53,0,0,0.054,normal,0,0,0
2022-01-02 00:30:00,infrastructure_gate,15.75,0,0,0.104,normal,0,0,0
2022-01-02 00:45:00,infrastructure_gate,11.43,0,0,0.005,normal,0,0,0
2022-01-02 01:00:00,infrastructure_gate,13.83,0,0,0.043,normal,0,0,0
2022-01-02 01:15:00,infrastructure_gate,15.75,0,0,0.041,normal,0,0,0
2022-01-02 01:30:00,infrastructure_gate,14.3,0,0,0.331,normal,0,0,0
2022-01-02 01:45:00,infrastructure_gate,13.57,0,0,0.001,normal,0,0,0
2022-01-02 02:00:00,infrastructure_gate,11.93,0,0,0.08,normal,0,0,0
2022-01-02 02:15:00,infrastructure_gate,12.24,0,0,0.043,normal,0,0,0
2022-01-02 02:30:00,infrastructure_gate,13.17,0,0,0.078,normal,0,0,0
2022-01-02 02:45:00,infrastructure_gate,12.49,0,0,0.046,normal,0,0,0
2022-01-02 03:00:00,infrastructure_gate,12.33,0,0,0.248,normal,0,0,0
2022-01-02 03:15:00,infrastructure_gate,13.02,0,0,0.031,normal,0,0,0
2022-01-02 03:30:00,infrastructure_gate,11.33,0,0,0.141,normal,0,0,0
2022-01-02 03:45:00,infrastructure_gate,12.66,0,0,0.143,normal,0,0,0
2022-01-02 04:00:00,infrastructure_gate,10.88,0,0,0.07,normal,0,0,0
2022-01-02 04:15:00,infrastructure_gate,12.87,0,0,0.123,normal,0,0,0
2022-01-02 04:30:00,infrastructure_gate,12.71,0,0,0.215,normal,0,0,0
2022-01-02 04:45:00,infrastructure_gate,14.23,0,0,0.063,normal,0,0,0
2022-01-02 05:00:00,infrastructure_gate,13.38,0,0,0.035,normal,0,0,0
2022-01-02 05:15:00,infrastructure_gate,11.94,0,0,0.01,normal,0,0,0
2022-01-02 05:30:00,infrastructure_gate,13.21,0,0,0.009,normal,0,0,0
2022-01-02 05:45:00,infrastructure_gate,13.61,0,0,0.005,normal,0,0,0
2022-01-02 06:00:00,infrastructure_gate,12.37,0,0,0.204,normal,0,0,0
2022-01-02 06:15:00,infrastructure_gate,14.44,0,0,0.009,normal,0,0,0
2022-01-02 06:30:00,infrastructure_gate,15.23,0,0,0.055,normal,0,0,0
2022-01-02 06:45:00,infrastructure_gate,14.17,0,0,0.08,normal,0,0,0
2022-01-02 07:00:00,infrastructure_gate,16.48,1,0,0.008,normal,0,0,0
2022-01-02 07:15:00,infrastructure_gate,15.61,0,0,0.171,normal,0,0,0
2022-01-02 07:30:00,infrastructure_gate,17.12,0,0,0.055,normal,0,0,0
2022-01-02 07:45:00,infrastructure_gate,16.51,0,0,0.052,normal,0,0,0
2022-01-02 08:00:00,infrastructure_gate,17.1,0,0,0.046,normal,0,0,0
2022-01-02 08:15:00,infrastructure_gate,17.33,0,0,0.115,normal,0,0,0
2022-01-02 08:30:00,infrastructure_gate,17.84,0,0,0.025,normal,0,0,0
2022-01-02 08:45:00,infrastructure_gate,19.02,0,0,0.051,normal,0,0,0
2022-01-02 09:00:00,infrastructure_gate,19.33,0,0,0.132,normal,0,0,0
2022-01-02 09:15:00,infrastructure_gate,21.17,0,0,0.024,normal,0,0,0
2022-01-02 09:30:00,infrastructure_gate,18.98,0,0,0.098,normal,0,0,0
2022-01-02 09:45:00,infrastructure_gate,19.38,0,0,0.007,normal,0,0,0
2022-01-02 10:00:00,infrastructure_gate,20.32,0,0,0.078,normal,0,0,0
2022-01-02 10:15:00,infrastructure_gate,21.07,0,0,0.074,normal,0,0,0
2022-01-02 10:30:00,infrastructure_gate,22.07,0,0,0.008,normal,0,0,0
2022-01-02 10:45:00,infrastructure_gate,21.21,0,0,0.242,normal,0,0,0
2022-01-02 11:00:00,infrastructure_gate,21.9,0,0,0.142,normal,0,0,0
2022-01-02 11:15:00,infrastructure_gate,22.53,0,0,0.116,normal,0,0,0
2022-01-02 11:30:00,infrastructure_gate,21.26,0,0,0.133,normal,0,0,0
2022-01-02 11:45:00,infrastructure_gate,23.56,0,0,0.105,normal,0,0,0
2022-01-02 12:00:00,infrastructure_gate,23.27,0,0,0.003,normal,0,0,0
2022-01-02 12:15:00,infrastructure_gate,23.28,0,0,0.304,normal,0,0,0
2022-01-02 12:30:00,infrastructure_gate,22.9,0,0,0.196,normal,0,0,0
2022-01-02 12:45:00,infrastructure_gate,23.8,0,0,0.274,normal,0,0,0
2022-01-02 13:00:00,infrastructure_gate,23.36,0,0,0.124,normal,0,0,0
2022-01-02 13:15:00,infrastructure_gate,22.7,0,0,0.286,normal,0,0,0
2022-01-02 13:30:00,infrastructure_gate,23.66,0,0,0.048,normal,0,0,0
2022-01-02 13:45:00,infrastructure_gate,23.08,0,0,0.084,normal,0,0,0
2022-01-02 14:00:00,infrastructure_gate,21.21,0,0,0.091,normal,0,0,0
2022-01-02 14:15:00,infrastructure_gate,22.99,0,0,0.021,normal,0,0,0
2022-01-02 14:30:00,infrastructure_gate,23.26,0,0,0.09,normal,0,0,0
2022-01-02 14:45:00,infrastructure_gate,20.67,0,0,0.218,normal,0,0,0
2022-01-02 15:00:00,infrastructure_gate,21.97,0,0,0.13,normal,0,0,0
2022-01-02 15:15:00,infrastructure_gate,19.94,0,0,0.084,normal,0,0,0
2022-01-02 15:30:00,infrastructure_gate,19.71,0,0,0.011,normal,0,0,0
2022-01-02 15:45:00,infrastructure_gate,21.09,0,0,0.064,normal,0,0,0
2022-01-02 16:00:00,infrastructure_gate,18.86,0,0,0.154,normal,0,0,0
2022-01-02 16:15:00,infrastructure_gate,19.59,0,0,0.153,normal,0,0,0
2022-01-02 16:30:00,infrastructure_gate,18.36,0,0,0.034,normal,0,0,0
2022-01-02 16:45:00,infrastructure_gate,20.04,0,0,0.015,normal,0,0,0
2022-01-02 17:00:00,infrastructure_gate,16.85,0,0,0.142,normal,0,0,0
2022-01-02 17:15:00,infrastructure_gate,16.9,0,0,0.062,normal,0,0,0
2022-01-02 17:30:00,infrastructure_gate,17.1,0,0,0.013,normal,0,0,0
2022-01-02 17:45:00,infrastructure_gate,17.56,0,0,0.459,normal,0,0,0
2022-01-02 18:00:00,infrastructure_gate,16.41,0,0,0.079,normal,0,0,0
2022-01-02 18:15:00,infrastructure_gate,16.91,1,0,0.016,normal,0,0,0
2022-01-02 18:30:00,infrastructure_gate,16.71,0,0,0.043,normal,0,0,0
2022-01-02 18:45:00,infrastructure_gate,16.35,0,0,0.029,normal,0,0,0
2022-01-02 19:00:00,infrastructure_gate,15.35,0,0,0.089,normal,0,0,0
2022-01-02 19:15:00,infrastructure_gate,15.57,0,0,0.091,normal,0,0,0
2022-01-02 19:30:00,infrastructure_gate,13.5,0,0,0.065,normal,0,0,0
2022-01-02 19:45:00,infrastructure_gate,15.91,0,0,0.015,normal,0,0,0
2022-01-02 20:00:00,infrastructure_gate,13.91,0,0,0.102,normal,0,0,0
2022-01-02 20:15:00,infrastructure_gate,15.06,0,0,0.316,normal,0,0,0
2022-01-02 20:30:00,infrastructure_gate,13.5,0,0,0.139,normal,0,0,0
2022-01-02 20:45:00,infrastructure_gate,14.28,0,0,0.173,normal,0,0,0
2022-01-02 21:00:00,infrastructure_gate,15.13,0,0,0.238,normal,0,0,0
2022-01-02 21:15:00,infrastructure_gate,12.42,0,0,0.033,normal,0,0,0
2022-01-02 21:30:00,infrastructure_gate,13.39,0,0,0.0,normal,0,0,0
2022-01-02 21:45:00,infrastructure_gate,11.67,0,0,0.074,normal,0,0,0
2022-01-02 22:00:00,infrastructure_gate,13.5,0,0,0.034,normal,0,0,0
2022-01-02 22:15:00,infrastructure_gate,13.79,0,0,0.116,normal,0,0,0
2022-01-02 22:30:00,infrastructure_gate,12.43,0,0,0.087,normal,0,0,0
2022-01-02 22:45:00,infrastructure_gate,13.05,0,0,0.25,normal,0,0,0
2022-01-02 23:00:00,infrastructure_gate,11.48,0,0,0.08,normal,0,0,0
2022-01-02 23:15:00,infrastructure_gate,13.08,0,0,0.049,normal,0,0,0
2022-01-02 23:30:00,infrastructure_gate,11.41,0,0,0.124,normal,0,0,0
2022-01-02 23:45:00,infrastructure_gate,12.35,0,0,0.07,normal,0,0,0
2022-01-03 00:00:00,infrastructure_gate,12.9,0,0,0.286,normal,0,0,0
2022-01-03 00:15:00,infrastructure_gate,13.23,0,0,0.059,normal,0,0,0
2022-01-03 00:30:00,infrastructure_gate,12.51,0,0,0.158,normal,0,0,0
2022-01-03 00:45:00,infrastructure_gate,13.11,0,0,0.025,normal,0,0,0
2022-01-03 01:00:00,infrastructure_gate,14.92,0,0,0.127,normal,0,0,0
2022-01-03 01:15:00,infrastructure_gate,11.8,0,0,0.009,normal,0,0,0
2022-01-03 01:30:00,infrastructure_gate,11.92,0,0,0.049,normal,0,0,0
2022-01-03 01:45:00,infrastructure_gate,13.24,0,0,0.23,normal,0,0,0
2022-01-03 02:00:00,infrastructure_gate,11.1,0,0,0.021,normal,0,0,0
2022-01-03 02:15:00,infrastructure_gate,11.96,0,0,0.081,normal,0,0,0
2022-01-03 02:30:00,infrastructure_gate,12.04,0,0,0.194,normal,0,0,0
2022-01-03 02:45:00,infrastructure_gate,12.77,0,0,0.001,normal,0,0,0
2022-01-03 03:00:00,infrastructure_gate,12.77,0,0,0.032,normal,0,0,0
2022-01-03 03:15:00,infrastructure_gate,12.81,0,0,0.015,normal,0,0,0
2022-01-03 03:30:00,infrastructure_gate,10.19,0,0,0.311,normal,0,0,0
2022-01-03 03:45:00,infrastructure_gate,10.43,0,0,0.034,normal,0,0,0
2022-01-03 04:00:00,infrastructure_gate,13.33,0,0,0.037,normal,0,0,0
2022-01-03 04:15:00,infrastructure_gate,12.6,0,0,0.119,normal,0,0,0
2022-01-03 04:30:00,infrastructure_gate,12.18,0,0,0.022,normal,0,0,0
2022-01-03 04:45:00,infrastructure_gate,12.11,0,0,0.106,normal,0,0,0
2022-01-03 05:00:00,infrastructure_gate,12.32,0,0,0.091,normal,0,0,0
2022-01-03 05:15:00,infrastructure_gate,11.77,0,0,0.073,normal,0,0,0
2022-01-03 05:30:00,infrastructure_gate,13.33,0,0,0.165,normal,0,0,0
2022-01-03 05:45:00,infrastructure_gate,15.25,0,0,0.051,normal,0,0,0
2022-01-03 06:00:00,infrastructure_gate,15.12,1,0,0.08,normal,0,0,0
2022-01-03 06:15:00,infrastructure_gate,16.1,0,0,0.028,normal,0,0,0
2022-01-03 06:30:00,infrastructure_gate,16.0,0,0,0.013,normal,0,0,0
2022-01-03 06:45:00,infrastructure_gate,17.51,0,0,0.005,normal,0,0,0
2022-01-03 07:00:00,infrastructure_gate,18.23,0,0,0.136,normal,0,0,0
2022-01-03 07:15:00,infrastructure_gate,18.05,0,0,0.032,normal,0,0,0
2022-01-03 07:30:00,infrastructure_gate,18.36,1,0,0.031,normal,0,0,0
2022-01-03 07:45:00,infrastructure_gate,18.59,0,0,0.007,normal,0,0,0
2022-01-03 08:00:00,infrastructure_gate,19.52,0,0,0.022,normal,0,0,0
2022-01-03 08:15:00,infrastructure_gate,19.34,1,0,0.165,normal,0,0,0
2022-01-03 08:30:00,infrastructure_gate,20.67,0,0,0.088,normal,0,0,0
2022-01-03 08:45:00,infrastructure_gate,20.65,0,0,0.022,normal,0,0,0
2022-01-03 09:00:00,infrastructure_gate,20.84,0,0,0.0,normal,0,0,0
2022-01-03 09:15:00,infrastructure_gate,24.26,0,0,0.053,normal,0,0,0
2022-01-03 09:30:00,infrastructure_gate,22.95,0,0,0.0,normal,0,0,0
2022-01-03 09:45:00,infrastructure_gate,24.22,0,0,0.13,normal,0,0,0
2022-01-03 10:00:00,infrastructure_gate,22.82,0,0,0.017,normal,0,0,0
2022-01-03 10:15:00,infrastructure_gate,24.59,0,0,0.009,normal,0,0,0
2022-01-03 10:30:00,infrastructure_gate,23.73,0,0,0.23,normal,0,0,0
2022-01-03 10:45:00,infrastructure_gate,25.55,0,0,0.351,normal,0,0,0
2022-01-03 11:00:00,infrastructure_gate,25.05,0,0,0.188,normal,0,0,0
2022-01-03 11:15:00,infrastructure_gate,24.76,0,0,0.02,normal,0,0,0
2022-01-03 11:30:00,infrastructure_gate,25.64,0,0,0.048,normal,0,0,0
2022-01-03 11:45:00,infrastructure_gate,24.38,0,0,0.044,normal,0,0,0
2022-01-03 12:00:00,infrastructure_gate,26.13,0,0,0.002,normal,0,0,0
2022-01-03 12:15:00,infrastructure_gate,25.12,0,0,0.145,normal,0,0,0
2022-01-03 12:30:00,infrastructure_gate,26.58,0,0,0.017,normal,0,0,0
2022-01-03 12:45:00,infrastructure_gate,25.54,0,0,0.049,normal,0,0,0
2022-01-03 13:00:00,infrastructure_gate,26.11,0,0,,normal,0,0,0
2022-01-03 13:15:00,infrastructure_gate,25.59,0,0,0.199,normal,0,0,0
2022-01-03 13:30:00,infrastructure_gate,25.13,0,0,0.011,normal,0,0,0
2022-01-03 13:45:00,infrastructure_gate,28.08,0,0,0.043,normal,0,0,0
2022-01-03 14:00:00,infrastructure_gate,24.83,0,0,0.059,normal,0,0,0
2022-01-03 14:15:00,infrastructure_gate,26.05,0,0,0.038,normal,0,0,0
2022-01-03 14:30:00,infrastructure_gate,26.3,0,0,0.166,normal,0,0,0
2022-01-03 14:45:00,infrastructure_gate,25.4,0,0,0.076,normal,0,0,0
2022-01-03 15:00:00,infrastructure_gate,24.08,0,0,0.048,normal,0,0,0
2022-01-03 15:15:00,infrastructure_gate,25.38,0,0,0.071,normal,0,0,0
2022-01-03 15:30:00,infrastructure_gate,23.56,0,0,0.245,normal,0,0,0
2022-01-03 15:45:00,infrastructure_gate,22.99,0,0,0.005,normal,0,0,0
2022-01-03 16:00:00,infrastructure_gate,23.13,0,0,0.013,normal,0,0,0
2022-01-03 16:15:00,infrastructure_gate,23.63,0,0,0.118,normal,0,0,0
2022-01-03 16:30:00,infrastructure_gate,23.01,0,0,0.046,normal,0,0,0
2022-01-03 16:45:00,infrastructure_gate,21.73,0,0,0.057,normal,0,0,0
2022-01-03 17:00:00,infrastructure_gate,21.83,1,0,0.159,normal,0,0,0
2022-01-03 17:15:00,infrastructure_gate,21.8,0,0,0.015,normal,0,0,0
2022-01-03 17:30:00,infrastructure_gate,21.24,0,0,0.013,normal,0,0,0
2022-01-03 17:45:00,infrastructure_gate,21.84,0,0,0.025,normal,0,0,0
2022-01-03 18:00:00,infrastructure_gate,20.53,0,0,0.105,normal,0,0,0
2022-01-03 18:15:00,infrastructure_gate,20.51,0,0,0.122,normal,0,0,0
2022-01-03 18:30:00,infrastructure_gate,21.1,0,0,0.082,normal,0,0,0
2022-01-03 18:45:00,infrastructure_gate,18.47,0,0,0.149,normal,0,0,0
2022-01-03 19:00:00,infrastructure_gate,17.18,0,0,0.046,normal,0,0,0
2022-01-03 19:15:00,infrastructure_gate,20.18,0,0,0.104,normal,0,0,0
2022-01-03 19:30:00,infrastructure_gate,20.98,0,0,0.007,normal,0,0,0
2022-01-03 19:45:00,infrastructure_gate,19.81,0,0,0.116,normal,0,0,0
2022-01-03 20:00:00,infrastructure_gate,20.17,0,0,0.008,normal,0,0,0
2022-01-03 20:15:00,infrastructure_gate,19.08,0,0,0.063,normal,0,0,0
2022-01-03 20:30:00,infrastructure_gate,18.78,0,0,0.152,normal,0,0,0
2022-01-03 20:45:00,infrastructure_gate,18.5,0,0,0.104,normal,0,0,0
2022-01-03 21:00:00,infrastructure_gate,18.86,0,0,0.076,normal,0,0,0
2022-01-03 21:15:00,infrastructure_gate,19.25,0,0,0.054,normal,0,0,0
2022-01-03 21:30:00,infrastructure_gate,18.9,0,0,0.199,normal,0,0,0
2022-01-03 21:45:00,infrastructure_gate,18.32,0,0,0.04,normal,0,0,0
2022-01-03 22:00:00,infrastructure_gate,18.0,0,0,0.074,normal,0,0,0
2022-01-03 22:15:00,infrastructure_gate,18.19,0,0,0.005,normal,0,0,0
2022-01-03 22:30:00,infrastructure_gate,17.04,0,0,0.055,normal,0,0,0
2022-01-03 22:45:00,infrastructure_gate,17.67,0,0,0.203,normal,0,0,0
2022-01-03 23:00:00,infrastructure_gate,18.32,0,0,0.242,normal,0,0,0
2022-01-03 23:15:00,infrastructure_gate,17.01,0,0,0.096,normal,0,0,0
2022-01-03 23:30:00,infrastructure_gate,17.53,0,0,0.054,normal,0,0,0
2022-01-03 23:45:00,infrastructure_gate,18.34,0,0,0.025,normal,0,0,0
2022-01-04 00:00:00,infrastructure_gate,17.15,1,0,0.244,warning,1,1,0
2022-01-04 00:15:00,infrastructure_gate,18.01,0,0,0.233,normal,0,0,0
2022-01-04 00:30:00,infrastructure_gate,17.97,0,0,0.004,normal,0,0,0
2022-01-04 00:45:00,infrastructure_gate,17.01,0,0,0.158,normal,0,0,0
2022-01-04 01:00:00,infrastructure_gate,17.61,0,0,0.06,normal,0,0,0
2022-01-04 01:15:00,infrastructure_gate,17.46,0,0,0.028,normal,0,0,0
2022-01-04 01:30:00,infrastructure_gate,18.68,0,0,0.082,normal,0,0,0
2022-01-04 01:45:00,infrastructure_gate,17.28,0,0,0.029,normal,0,0,0
2022-01-04 02:00:00,infrastructure_gate,18.04,0,0,0.026,normal,0,0,0
2022-01-04 02:15:00,infrastructure_gate,18.15,0,0,0.077,normal,0,0,0
2022-01-04 02:30:00,infrastructure_gate,16.79,0,0,0.021,normal,0,0,0
2022-01-04 02:45:00,infrastructure_gate,16.39,0,0,0.015,normal,0,0,0
2022-01-04 03:00:00,infrastructure_gate,17.04,0,0,0.132,normal,0,0,0
2022-01-04 03:15:00,infrastructure_gate,17.94,0,0,0.099,normal,0,0,0
2022-01-04 03:30:00,infrastructure_gate,15.75,0,0,0.032,normal,0,0,0
2022-01-04 03:45:00,infrastructure_gate,16.84,0,0,0.172,normal,0,0,0
2022-01-04 04:00:00,infrastructure_gate,16.81,0,0,0.047,normal,0,0,0
2022-01-04 04:15:00,infrastructure_gate,17.49,0,0,0.195,normal,0,0,0
2022-01-04 04:30:00,infrastructure_gate,17.35,0,0,0.033,normal,0,0,0
2022-01-04 04:45:00,infrastructure_gate,16.19,0,0,0.107,normal,0,0,0
2022-01-04 05:00:00,infrastructure_gate,16.02,0,0,0.004,normal,0,0,0
2022-01-04 05:15:00,infrastructure_gate,19.24,0,0,0.25,normal,0,0,0
2022-01-04 05:30:00,infrastructure_gate,18.45,0,0,0.195,normal,0,0,0
2022-01-04 05:45:00,infrastructure_gate,19.9,0,0,0.013,normal,0,0,0
2022-01-04 06:00:00,infrastructure_gate,19.44,0,0,0.067,normal,0,0,0
2022-01-04 06:15:00,infrastructure_gate,20.35,0,0,0.066,normal,0,0,0
2022-01-04 06:30:00,infrastructure_gate,21.84,1,0,0.028,normal,0,0,0
2022-01-04 06:45:00,infrastructure_gate,20.43,0,0,0.031,normal,0,0,0
2022-01-04 07:00:00,infrastructure_gate,21.66,0,0,0.146,normal,0,0,0
2022-01-04 07:15:00,infrastructure_gate,20.87,0,0,0.143,normal,0,0,0
2022-01-04 07:30:00,infrastructure_gate,23.12,0,0,0.015,normal,0,0,0
2022-01-04 07:45:00,infrastructure_gate,25.24,0,0,0.019,normal,0,0,0
2022-01-04 08:00:00,infrastructure_gate,24.42,0,0,0.1,normal,0,0,0
2022-01-04 08:15:00,infrastructure_gate,24.07,1,0,0.269,normal,0,0,0
