timestamp,site_id,air_temperature_c,relative_humidity_pct,leaf_wetness_0_1,light_lux,vibration_level,pest_trap_count,status,alert_triggered,alert_pest_action,alert_pest_outbreak,alert_disease_moderate,alert_disease_high,wx_rain_mm_hr
2022-01-02 00:30:00,site_maize,12.93,96.6,1.0,2.0,0.553,3.0,normal,0,0,0,0,0,3.235
2022-01-02 00:45:00,site_maize,13.01,100.0,1.0,3.0,0.083,0.0,normal,0,0,0,0,0,3.502
2022-01-02 01:00:00,site_maize,14.63,94.6,1.0,3.0,0.032,2.0,normal,0,0,0,0,0,3.77
2022-01-02 01:15:00,site_maize,12.19,96.3,1.0,2.0,0.256,3.0,normal,0,0,0,0,0,3.642
2022-01-02 01:30:00,site_maize,14.73,99.9,1.0,4.0,0.243,1.0,normal,0,0,0,0,0,3.515
2022-01-02 01:45:00,site_maize,12.45,98.9,1.0,4.0,0.091,0.0,normal,0,0,0,0,0,3.387
2022-01-02 02:00:00,site_maize,13.38,97.4,1.0,5.0,0.401,1.0,normal,0,0,0,0,0,3.26
2022-01-02 02:15:00,site_maize,13.03,100.0,1.0,1.0,0.161,0.0,normal,0,0,0,0,0,3.228
2022-01-02 02:30:00,site_maize,12.49,90.5,1.0,1.0,0.316,4.0,normal,0,0,0,0,0,3.195
2022-01-02 02:45:00,site_maize,12.24,98.2,1.0,4.0,0.092,0.0,normal,0,0,0,0,0,3.162
2022-01-02 03:00:00,site_maize,12.7,97.8,1.0,4.0,0.163,2.0,normal,0,0,0,0,0,3.13
2022-01-02 03:15:00,site_maize,12.44,97.4,1.0,5.0,0.052,0.0,normal,0,0,0,0,0,2.81
2022-01-02 03:30:00,site_maize,12.59,99.8,1.0,0.0,0.268,1.0,normal,0,0,0,0,0,2.49
2022-01-02 03:45:00,site_maize,11.22,93.3,1.0,4.0,0.009,0.0,normal,0,0,0,0,0,2.17
2022-01-02 04:00:00,site_maize,13.01,98.2,0.91,1.0,0.231,2.0,normal,0,0,0,0,0,1.85
2022-01-02 04:15:00,site_maize,13.88,93.8,0.855,719.0,0.054,0.0,normal,0,0,0,0,0,1.63
2022-01-02 04:30:00,site_maize,13.11,94.2,0.836,899.0,0.139,0.0,normal,0,0,0,0,0,1.41
2022-01-02 04:45:00,site_maize,13.32,94.3,0.855,1553.0,0.115,1.0,normal,0,0,0,0,0,1.19
2022-01-02 05:00:00,site_maize,12.99,100.0,0.82,2288.0,0.242,1.0,normal,0,0,0,0,0,0.97
2022-01-02 05:15:00,site_maize,12.91,91.9,0.731,5239.0,0.036,1.0,normal,0,0,0,0,0,0.915
2022-01-02 05:30:00,site_maize,13.61,94.6,0.763,8299.0,0.034,2.0,normal,0,0,0,0,0,0.86
2022-01-02 05:45:00,site_maize,13.19,89.9,0.676,11311.0,0.174,0.0,normal,0,0,0,0,0,0.805
2022-01-02 06:00:00,site_maize,14.34,90.4,0.771,14350.0,0.034,2.0,normal,0,0,0,0,0,0.75
2022-01-02 06:15:00,site_maize,14.34,93.3,0.68,18482.0,0.089,0.0,normal,0,0,0,0,0,0.732
2022-01-02 06:30:00,site_maize,14.27,89.6,0.61,20655.0,0.184,0.0,normal,0,0,0,0,0,0.715
2022-01-02 06:45:00,site_maize,15.83,88.8,0.475,24639.0,0.178,0.0,normal,0,0,0,0,0,0.698
2022-01-02 07:00:00,site_maize,16.04,84.8,0.24,28427.0,0.146,0.0,normal,0,0,0,0,0,0.68
2022-01-02 07:15:00,site_maize,17.94,77.7,0.203,31229.0,0.008,1.0,normal,0,0,0,0,0,0.712
2022-01-02 07:30:00,site_maize,15.56,80.8,0.119,34770.0,0.195,0.0,normal,0,0,0,0,0,0.745
2022-01-02 07:45:00,site_maize,17.29,82.9,0.173,38518.0,0.349,3.0,normal,0,0,0,0,0,0.778
2022-01-02 08:00:00,site_maize,16.95,67.8,0.0,42467.0,0.38,1.0,normal,0,0,0,0,0,0.81
2022-01-02 08:15:00,site_maize,17.15,73.4,0.025,47618.0,0.125,4.0,normal,0,0,0,0,0,0.905
2022-01-02 08:30:00,site_maize,16.64,70.5,0.0,54455.0,0.245,6.0,warning,1,1,0,0,0,1.0
2022-01-02 08:45:00,site_maize,19.08,69.5,0.0,58539.0,0.208,2.0,normal,0,0,0,0,0,1.095
2022-01-02 09:00:00,site_maize,17.84,71.1,0.0,64121.0,0.088,2.0,normal,0,0,0,0,0,1.19
2022-01-02 09:15:00,site_maize,18.84,68.7,0.0,69605.0,0.106,4.0,normal,0,0,0,0,0,1.237
2022-01-02 09:30:00,site_maize,19.39,65.8,0.0,74740.0,0.066,2.0,normal,0,0,0,0,0,1.285
2022-01-02 09:45:00,site_maize,19.09,64.2,0.035,80662.0,0.095,7.0,warning,1,1,0,0,0,1.332
2022-01-02 10:00:00,site_maize,20.05,69.5,0.085,85499.0,0.115,14.0,warning,1,1,0,0,0,1.38
2022-01-02 10:15:00,site_maize,19.3,62.0,0.0,89990.0,0.217,6.0,warning,1,1,0,0,0,1.482
2022-01-02 10:30:00,site_maize,21.23,63.2,0.005,93865.0,0.28,1.0,normal,0,0,0,0,0,1.585
2022-01-02 10:45:00,site_maize,20.99,65.2,0.0,99073.0,0.161,4.0,normal,0,0,0,0,0,1.688
2022-01-02 11:00:00,site_maize,20.6,64.0,0.04,102615.0,0.344,1.0,normal,0,0,0,0,0,1.79
2022-01-02 11:15:00,site_maize,21.01,55.3,0.0,106958.0,0.202,2.0,normal,0,0,0,0,0,1.91
2022-01-02 11:30:00,site_maize,21.17,62.0,0.428,110883.0,0.061,5.0,warning,1,1,0,0,0,2.03
2022-01-02 11:45:00,site_maize,22.83,61.1,0.391,114236.0,0.245,0.0,normal,0,0,0,0,0,2.15
2022-01-02 12:00:00,site_maize,22.15,57.8,0.321,119047.0,0.281,2.0,normal,0,0,0,0,0,2.27
2022-01-02 12:15:00,site_maize,22.03,54.1,0.368,118673.0,0.088,1.0,normal,0,0,0,0,0,2.36
2022-01-02 12:30:00,site_maize,21.76,64.8,0.325,119799.0,0.215,2.0,normal,0,0,0,0,0,2.45
2022-01-02 12:45:00,site_maize,23.6,52.6,0.39,120877.0,0.239,5.0,warning,1,1,0,0,0,2.54
2022-01-02 13:00:00,site_maize,21.5,53.2,0.331,121285.0,0.145,2.0,normal,0,0,0,0,0,2.63
2022-01-02 13:15:00,site_maize,21.94,60.8,0.393,115522.0,0.355,2.0,normal,0,0,0,0,0,2.805
2022-01-02 13:30:00,site_maize,22.8,61.6,0.433,110242.0,0.055,0.0,normal,0,0,0,0,0,2.98
2022-01-02 13:45:00,site_maize,22.62,55.0,0.421,104076.0,0.046,8.0,warning,1,1,0,0,0,3.155
2022-01-02 14:00:00,site_maize,22.85,55.3,0.432,98475.0,0.119,0.0,normal,0,0,0,0,0,3.33
2022-01-02 14:15:00,site_maize,22.21,62.5,0.44,93384.0,0.068,5.0,warning,1,1,0,0,0,3.388
2022-01-02 14:30:00,site_maize,22.96,63.0,0.43,89020.0,0.061,0.0,normal,0,0,0,0,0,3.445
2022-01-02 14:45:00,site_maize,20.98,63.2,0.377,84154.0,0.094,2.0,normal,0,0,0,0,0,3.502
2022-01-02 15:00:00,site_maize,20.13,61.0,0.421,81162.0,0.208,3.0,normal,0,0,0,0,0,3.56
2022-01-02 15:15:00,site_maize,19.66,64.9,0.375,74420.0,0.058,1.0,normal,0,0,0,0,0,3.542
2022-01-02 15:30:00,site_maize,21.71,64.2,0.439,67301.0,0.153,11.0,warning,1,1,0,0,0,3.525
2022-01-02 15:45:00,site_maize,20.43,61.8,0.449,61354.0,0.119,8.0,warning,1,1,0,0,0,3.508
2022-01-02 16:00:00,site_maize,19.37,65.9,0.44,54525.0,0.265,3.0,normal,0,0,0,0,0,3.49
2022-01-02 16:15:00,site_maize,18.73,66.8,0.389,48467.0,0.314,0.0,normal,0,0,0,0,0,3.325
2022-01-02 16:30:00,site_maize,19.16,68.9,0.334,42141.0,0.207,2.0,normal,0,0,0,0,0,3.16
2022-01-02 16:45:00,site_maize,17.99,68.8,0.395,35005.0,0.12,2.0,normal,0,0,0,0,0,2.995
2022-01-02 17:00:00,site_maize,18.3,74.8,0.476,30013.0,0.228,0.0,normal,0,0,0,0,0,2.83
2022-01-02 17:15:00,site_maize,17.71,74.1,0.385,25467.0,0.064,1.0,normal,0,0,0,0,0,2.558
2022-01-02 17:30:00,site_maize,17.94,71.2,0.45,19469.0,0.346,3.0,normal,0,0,0,0,0,2.285
2022-01-02 17:45:00,site_maize,17.05,78.8,0.494,15094.0,0.466,3.0,normal,0,0,0,0,0,2.013
2022-01-02 18:00:00,site_maize,16.55,80.7,0.145,10704.0,0.326,1.0,normal,0,0,0,0,0,1.74
2022-01-02 18:15:00,site_maize,15.75,80.3,0.162,7125.0,0.242,0.0,normal,0,0,0,0,0,1.582
2022-01-02 18:30:00,site_maize,17.26,83.5,0.137,5694.0,0.096,0.0,normal,0,0,0,0,0,1.425
2022-01-02 18:45:00,site_maize,16.07,81.6,0.356,3636.0,0.058,5.0,warning,1,1,0,0,0,1.268
2022-01-02 19:00:00,site_maize,15.84,83.5,0.242,1427.0,0.129,3.0,normal,0,0,0,0,0,1.11
2022-01-02 19:15:00,site_maize,16.38,85.7,0.29,0.0,0.334,3.0,normal,0,0,0,0,0,1.003
2022-01-02 19:30:00,site_maize,13.36,81.1,0.387,0.0,0.257,0.0,normal,0,0,0,0,0,0.895
2022-01-02 19:45:00,site_maize,14.09,91.4,0.291,0.0,0.194,1.0,normal,0,0,0,0,0,0.788
2022-01-02 20:00:00,site_maize,13.93,84.8,0.382,4.0,0.056,3.0,normal,0,0,0,0,0,0.68
2022-01-02 20:15:00,site_maize,15.01,89.8,0.475,2.0,0.091,0.0,normal,0,0,0,0,0,0.655
2022-01-02 20:30:00,site_maize,14.49,88.3,0.392,5.0,0.208,2.0,normal,0,0,0,0,0,0.63
2022-01-02 20:45:00,site_maize,13.09,86.3,0.35,2.0,0.298,0.0,normal,0,0,0,0,0,0.605
2022-01-02 21:00:00,site_maize,13.36,87.0,0.4,2.0,0.147,0.0,normal,0,0,0,0,0,0.58
2022-01-02 21:15:00,site_maize,14.19,92.5,0.413,1.0,0.107,2.0,normal,0,0,0,0,0,0.565
2022-01-02 21:30:00,site_maize,13.14,88.1,0.458,5.0,0.191,1.0,normal,0,0,0,0,0,0.55
2022-01-02 21:45:00,site_maize,14.45,93.0,0.537,4.0,0.689,0.0,normal,0,0,0,0,0,0.535
2022-01-02 22:00:00,site_maize,12.95,94.0,0.741,3.0,0.099,2.0,normal,0,0,0,0,0,0.52
2022-01-02 22:15:00,site_maize,14.79,94.6,0.763,1.0,0.312,3.0,normal,0,0,0,0,0,0.503
2022-01-02 22:30:00,site_maize,13.8,96.9,0.664,1.0,0.248,0.0,normal,0,0,0,0,0,0.485
2022-01-02 22:45:00,site_maize,12.52,96.6,0.861,2.0,0.37,3.0,normal,0,0,0,0,0,0.468
2022-01-02 23:00:00,site_maize,13.06,95.2,0.712,0.0,0.557,3.0,normal,0,0,0,0,0,0.45
2022-01-02 23:15:00,site_maize,12.61,93.9,0.805,3.0,0.14,4.0,normal,0,0,0,0,0,0.468
2022-01-02 23:30:00,site_maize,13.89,96.5,0.751,3.0,0.405,1.0,normal,0,0,0,0,0,0.485
2022-01-02 23:45:00,site_maize,12.57,95.4,0.921,2.0,0.837,0.0,normal,0,0,0,0,0,0.503
2022-01-03 00:00:00,site_maize,12.16,92.4,0.939,,0.238,0.0,normal,0,0,0,0,0,0.52
2022-01-03 00:15:00,site_maize,12.76,100.0,0.892,4.0,0.064,1.0,normal,0,0,0,0,0,0.562
2022-01-03 00:30:00,site_maize,11.94,99.7,0.91,2.0,0.245,2.0,normal,0,0,0,0,0,0.605
2022-01-03 00:45:00,site_maize,12.14,96.1,0.918,4.0,0.242,0.0,normal,0,0,0,0,0,0.648
2022-01-03 01:00:00,site_maize,10.86,97.3,0.853,4.0,0.065,1.0,normal,0,0,0,0,0,0.69
2022-01-03 01:15:00,site_maize,11.83,97.8,0.925,2.0,0.302,0.0,normal,0,0,0,0,0,0.73
2022-01-03 01:30:00,site_maize,11.51,98.9,0.805,1.0,0.395,6.0,warning,1,1,0,0,0,0.77
2022-01-03 01:45:00,site_maize,13.15,95.3,0.856,2.0,0.02,1.0,normal,0,0,0,0,0,0.81
2022-01-03 02:00:00,site_maize,12.53,99.0,0.91,0.0,0.251,0.0,normal,0,0,0,0,0,0.85
2022-01-03 02:15:00,site_maize,11.07,100.0,0.928,5.0,0.052,0.0,normal,0,0,0,0,0,0.862
2022-01-03 02:30:00,site_maize,13.23,100.0,0.944,1.0,0.117,0.0,normal,0,0,0,0,0,0.875
2022-01-03 02:45:00,site_maize,12.03,97.6,0.89,3.0,0.095,0.0,normal,0,0,0,0,0,0.888
2022-01-03 03:00:00,site_maize,12.72,98.1,0.865,4.0,0.146,3.0,normal,0,0,0,0,0,0.9
2022-01-03 03:15:00,site_maize,11.4,98.9,0.79,1.0,0.213,1.0,normal,0,0,0,0,0,0.922
2022-01-03 03:30:00,site_maize,11.15,95.3,0.92,3.0,0.108,0.0,normal,0,0,0,0,0,0.945
2022-01-03 03:45:00,site_maize,11.8,99.4,0.852,1.0,0.149,1.0,normal,0,0,0,0,0,0.968
2022-01-03 04:00:00,site_maize,11.12,99.8,0.941,1.0,0.129,1.0,normal,0,0,0,0,0,0.99
2022-01-03 04:15:00,site_maize,12.36,95.6,0.8,31.0,0.46,2.0,normal,0,0,0,0,0,1.01
2022-01-03 04:30:00,site_maize,12.76,98.8,0.829,1276.0,0.071,0.0,normal,0,0,0,0,0,1.03
2022-01-03 04:45:00,site_maize,12.65,100.0,0.882,1640.0,0.118,4.0,normal,0,0,0,0,0,1.05
2022-01-03 05:00:00,site_maize,11.88,100.0,0.814,2154.0,0.269,2.0,normal,0,0,0,0,0,1.07
2022-01-03 05:15:00,site_maize,12.08,87.8,0.753,6231.0,0.127,1.0,normal,0,0,0,0,0,1.268
2022-01-03 05:30:00,site_maize,14.02,92.8,0.766,9091.0,0.241,1.0,normal,0,0,0,0,0,1.465
2022-01-03 05:45:00,site_maize,14.19,95.3,0.756,13883.0,0.181,1.0,normal,0,0,0,0,0,1.662
2022-01-03 06:00:00,site_maize,15.45,92.0,0.75,17097.0,0.105,0.0,critical,1,0,0,1,1,1.86
2022-01-03 06:15:00,site_maize,,86.5,0.759,21767.0,0.265,1.0,normal,0,0,0,0,0,1.882
2022-01-03 06:30:00,site_maize,16.59,86.1,0.683,26088.0,0.103,2.0,critical,1,0,0,1,1,1.905
2022-01-03 06:45:00,site_maize,16.83,84.3,0.53,31689.0,0.255,1.0,normal,0,0,0,0,0,1.928
2022-01-03 07:00:00,site_maize,16.12,82.6,0.158,36612.0,0.148,1.0,normal,0,0,0,0,0,1.95
2022-01-03 07:15:00,site_maize,15.81,79.3,0.187,41088.0,0.225,0.0,normal,0,0,0,0,0,1.995
2022-01-03 07:30:00,site_maize,19.09,81.6,0.599,46455.0,0.078,2.0,normal,0,0,0,0,0,2.04
2022-01-03 07:45:00,site_maize,19.4,81.4,0.594,52455.0,0.117,5.0,warning,1,1,0,0,0,2.085
2022-01-03 08:00:00,site_maize,19.52,79.1,0.525,57235.0,0.388,0.0,normal,0,0,0,0,0,2.13
2022-01-03 08:15:00,site_maize,20.11,75.5,0.409,65288.0,0.123,1.0,normal,0,0,0,0,0,2.135
2022-01-03 08:30:00,site_maize,20.2,74.5,0.383,73294.0,0.048,0.0,normal,0,0,0,0,0,2.14
2022-01-03 08:45:00,site_maize,21.79,71.5,0.377,81366.0,0.361,0.0,normal,0,0,0,0,0,2.145
2022-01-03 09:00:00,site_maize,20.67,65.1,0.417,89198.0,0.786,5.0,warning,1,1,0,0,0,2.15
2022-01-03 09:15:00,site_maize,22.26,71.4,0.403,95112.0,0.107,1.0,normal,0,0,0,0,0,2.205
2022-01-03 09:30:00,site_maize,23.37,70.7,0.387,100549.0,0.078,2.0,normal,0,0,0,0,0,2.26
