timestamp,site_id,motion_detected,door_open,vibration_level,smoke_ppm,sound_db,light_lux,flame_detected,panic_triggered,status,alert_triggered,alert_intrusion,alert_fire,alert_distress,alert_motion_night,alert_smoke,wx_temp_c
2022-01-01 12:15:00,node_perimeter,0,0,0.192,3.0,54.4,126566.0,0,0,normal,0,0,0,0,0,0,25.66
2022-01-01 12:30:00,node_perimeter,0,0,0.063,33.0,54.0,123656.0,0,0,normal,0,0,0,0,0,0,25.6
2022-01-01 12:45:00,node_perimeter,0,0,0.043,2.5,59.7,120078.0,0,0,normal,0,0,0,0,0,0,25.53
2022-01-01 13:00:00,node_perimeter,0,0,0.04,13.3,62.8,117909.0,0,0,normal,0,0,0,0,0,0,25.47
2022-01-01 13:15:00,node_perimeter,0,0,0.082,3.7,42.0,112170.0,0,0,normal,0,0,0,0,0,0,25.24
2022-01-01 13:30:00,node_perimeter,0,0,0.208,3.8,58.2,107470.0,0,0,normal,0,0,0,0,0,0,25.0
2022-01-01 13:45:00,node_perimeter,0,0,0.389,8.5,57.2,102633.0,0,0,normal,0,0,0,0,0,0,24.77
2022-01-01 14:00:00,node_perimeter,0,0,0.057,8.9,59.4,97334.0,0,0,normal,0,0,0,0,0,0,24.54
2022-01-01 14:15:00,node_perimeter,0,0,0.106,4.0,40.8,93324.0,0,0,normal,0,0,0,0,0,0,24.16
2022-01-01 14:30:00,node_perimeter,0,0,0.202,1.6,43.8,88912.0,0,0,normal,0,0,0,0,0,0,23.77
2022-01-01 14:45:00,node_perimeter,0,0,0.006,12.5,44.2,83456.0,0,0,normal,0,0,0,0,0,0,23.38
2022-01-01 15:00:00,node_perimeter,0,0,0.139,4.0,48.0,78488.0,0,0,normal,0,0,0,0,0,0,23.0
2022-01-01 15:15:00,node_perimeter,0,0,0.17,10.2,32.2,73526.0,0,0,normal,0,0,0,0,0,0,22.7
2022-01-01 15:30:00,node_perimeter,0,0,0.094,8.8,61.7,68243.0,0,0,normal,0,0,0,0,0,0,22.4
2022-01-01 15:45:00,node_perimeter,0,0,0.07,5.3,50.1,63802.0,0,0,normal,0,0,0,0,0,0,22.11
2022-01-01 16:00:00,node_perimeter,0,0,0.083,15.3,46.9,60111.0,0,0,normal,0,0,0,0,0,0,21.81
2022-01-01 16:15:00,node_perimeter,0,0,0.1,10.9,39.2,52202.0,0,0,normal,0,0,0,0,0,0,21.43
2022-01-01 16:30:00,node_perimeter,0,0,0.203,0.5,51.9,45213.0,0,0,normal,0,0,0,0,0,0,21.06
2022-01-01 16:45:00,node_perimeter,0,0,0.033,12.6,56.0,39458.0,0,0,normal,0,0,0,0,0,0,20.68
2022-01-01 17:00:00,node_perimeter,0,0,0.233,66.4,57.4,31569.0,0,0,warning,1,0,0,0,0,1,20.3
2022-01-01 17:15:00,node_perimeter,0,0,0.106,90.0,56.3,27311.0,0,0,warning,1,0,0,0,0,1,19.79
2022-01-01 17:30:00,node_perimeter,0,0,0.044,22.1,47.1,22032.0,0,0,normal,0,0,0,0,0,0,19.28
2022-01-01 17:45:00,node_perimeter,0,0,0.026,101.1,71.9,16663.0,0,0,warning,1,0,0,0,0,1,18.77
2022-01-01 18:00:00,node_perimeter,0,0,0.13,25.3,49.0,11438.0,0,0,normal,0,0,0,0,0,0,18.26
2022-01-01 18:15:00,node_perimeter,1,0,0.035,83.5,67.5,8921.0,0,0,warning,1,0,0,0,0,1,17.61
2022-01-01 18:30:00,node_perimeter,0,0,0.363,71.4,31.2,5745.0,0,0,warning,1,0,0,0,0,1,16.96
2022-01-01 18:45:00,node_perimeter,0,0,0.241,72.5,67.2,3758.0,0,0,warning,1,0,0,0,0,1,16.3
2022-01-01 19:00:00,node_perimeter,0,0,0.187,33.1,62.1,461.0,0,0,normal,0,0,0,0,0,0,15.65
2022-01-01 19:15:00,node_perimeter,0,0,0.233,71.8,53.0,0.0,0,0,warning,1,0,0,0,0,1,15.33
2022-01-01 19:30:00,node_perimeter,0,0,0.127,17.0,49.9,0.0,0,0,normal,0,0,0,0,0,0,15.0
2022-01-01 19:45:00,node_perimeter,0,0,0.024,165.0,46.8,628.0,0,0,warning,1,0,0,0,0,1,14.68
2022-01-01 20:00:00,node_perimeter,0,0,0.201,16.1,47.6,4.0,0,0,normal,0,0,0,0,0,0,14.36
2022-01-01 20:15:00,node_perimeter,0,0,0.064,23.1,68.6,3.0,0,0,normal,0,0,0,0,0,0,14.2
2022-01-01 20:30:00,node_perimeter,0,0,0.208,2.8,40.5,2.0,0,0,normal,0,0,0,0,0,0,14.03
2022-01-01 20:45:00,node_perimeter,0,0,0.062,19.2,38.6,0.0,0,0,normal,0,0,0,0,0,0,13.86
2022-01-01 21:00:00,node_perimeter,0,0,0.001,5.7,46.3,5.0,0,0,normal,0,0,0,0,0,0,13.7
2022-01-01 21:15:00,node_perimeter,0,0,0.149,7.0,54.9,5.0,0,0,normal,0,0,0,0,0,0,13.6
2022-01-01 21:30:00,node_perimeter,0,0,0.046,13.6,49.7,2.0,0,0,normal,0,0,0,0,0,0,13.5
2022-01-01 21:45:00,node_perimeter,0,0,0.035,17.6,52.1,4.0,0,0,normal,0,0,0,0,0,0,13.4
2022-01-01 22:00:00,node_perimeter,0,0,0.008,10.4,67.4,0.0,0,0,normal,0,0,0,0,0,0,13.3
2022-01-01 22:15:00,node_perimeter,0,0,0.105,6.7,58.3,0.0,0,0,normal,0,0,0,0,0,0,13.39
2022-01-01 22:30:00,node_perimeter,0,0,0.066,8.7,43.4,4.0,0,0,normal,0,0,0,0,0,0,13.48
2022-01-01 22:45:00,node_perimeter,0,0,0.089,17.8,56.0,3.0,0,0,normal,0,0,0,0,0,0,13.57
2022-01-01 23:00:00,node_perimeter,0,0,0.015,3.2,44.4,2.0,0,0,normal,0,0,0,0,0,0,13.66
2022-01-01 23:15:00,node_perimeter,0,0,0.063,14.6,64.4,0.0,0,0,normal,0,0,0,0,0,0,13.73
2022-01-01 23:30:00,node_perimeter,0,0,0.018,7.0,44.2,2.0,0,0,normal,0,0,0,0,0,0,13.8
2022-01-01 23:45:00,node_perimeter,1,0,0.003,6.4,31.7,3.0,0,0,warning,1,0,0,0,1,0,13.87
2022-01-02 00:00:00,node_perimeter,0,0,0.081,7.3,53.7,0.0,0,0,normal,0,0,0,0,0,0,13.94
2022-01-02 00:15:00,node_perimeter,0,0,0.102,10.2,52.2,3.0,0,0,normal,0,0,0,0,0,0,13.92
2022-01-02 00:30:00,node_perimeter,0,0,0.031,1.9,56.6,2.0,0,0,normal,0,0,0,0,0,0,13.91
2022-01-02 00:45:00,node_perimeter,0,0,0.122,25.4,72.8,3.0,0,0,normal,0,0,0,0,0,0,13.9
2022-01-02 01:00:00,node_perimeter,0,0,0.495,10.1,47.4,2.0,0,0,normal,0,0,0,0,0,0,13.88
2022-01-02 01:15:00,node_perimeter,0,0,0.062,3.8,41.4,1.0,0,0,normal,0,0,0,0,0,0,13.78
2022-01-02 01:30:00,node_perimeter,0,0,0.014,19.8,65.3,4.0,0,0,normal,0,0,0,0,0,0,13.68
2022-01-02 01:45:00,node_perimeter,0,0,0.106,11.4,37.7,3.0,0,0,normal,0,0,0,0,0,0,13.59
2022-01-02 02:00:00,node_perimeter,0,0,0.085,8.5,44.0,4.0,0,0,normal,0,0,0,0,0,0,13.49
2022-01-02 02:15:00,node_perimeter,0,0,0.167,2.1,54.7,3.0,0,0,normal,0,0,0,0,0,0,13.36
2022-01-02 02:30:00,node_perimeter,0,0,0.151,3.6,46.7,1.0,0,0,normal,0,0,0,0,0,0,13.22
2022-01-02 02:45:00,node_perimeter,0,0,0.212,8.3,31.1,1.0,0,0,normal,0,0,0,0,0,0,13.08
2022-01-02 03:00:00,node_perimeter,0,0,0.125,4.0,49.8,2.0,0,0,normal,0,0,0,0,0,0,12.95
2022-01-02 03:15:00,node_perimeter,0,0,0.157,16.8,31.4,3.0,0,0,normal,0,0,0,0,0,0,12.88
2022-01-02 03:30:00,node_perimeter,0,0,0.066,12.7,43.6,0.0,0,0,normal,0,0,0,0,0,0,12.8
2022-01-02 03:45:00,node_perimeter,0,0,0.087,21.6,41.4,3.0,0,0,normal,0,0,0,0,0,0,12.73
2022-01-02 04:00:00,node_perimeter,0,0,0.007,2.3,62.7,0.0,0,0,normal,0,0,0,0,0,0,12.66
2022-01-02 04:15:00,node_perimeter,0,0,0.097,2.3,55.4,181.0,0,0,normal,0,0,0,0,0,0,12.72
2022-01-02 04:30:00,node_perimeter,0,0,0.392,5.4,49.7,1213.0,0,0,normal,0,0,0,0,0,0,12.77
2022-01-02 04:45:00,node_perimeter,0,0,0.075,2.8,42.9,1577.0,0,0,normal,0,0,0,0,0,0,12.82
2022-01-02 05:00:00,node_perimeter,0,0,0.37,17.9,32.3,2526.0,0,0,normal,0,0,0,0,0,0,12.88
2022-01-02 05:15:00,node_perimeter,0,0,0.323,6.8,46.7,5717.0,0,0,normal,0,0,0,0,0,0,13.16
2022-01-02 05:30:00,node_perimeter,0,0,0.017,10.5,40.8,7482.0,0,0,normal,0,0,0,0,0,0,13.44
2022-01-02 05:45:00,node_perimeter,1,0,0.098,19.0,48.5,10858.0,0,0,warning,1,0,0,0,1,0,13.73
2022-01-02 06:00:00,node_perimeter,0,0,0.124,5.1,70.8,14667.0,0,0,normal,0,0,0,0,0,0,14.01
2022-01-02 06:15:00,node_perimeter,0,0,0.067,6.1,46.1,17769.0,0,0,normal,0,0,0,0,0,0,14.37
2022-01-02 06:30:00,node_perimeter,0,0,0.198,14.2,73.0,21396.0,0,0,normal,0,0,0,0,0,0,14.73
2022-01-02 06:45:00,node_perimeter,0,0,0.221,31.7,45.6,24178.0,0,0,normal,0,0,0,0,0,0,15.09
2022-01-02 07:00:00,node_perimeter,0,0,0.107,70.6,53.1,28603.0,0,0,warning,1,0,0,0,0,1,15.45
2022-01-02 07:15:00,node_perimeter,0,0,0.212,176.3,58.7,30709.0,0,0,warning,1,0,0,0,0,1,15.9
2022-01-02 07:30:00,node_perimeter,0,0,0.256,59.6,57.4,35157.0,0,0,warning,1,0,0,0,0,1,16.34
2022-01-02 07:45:00,node_perimeter,0,0,0.099,49.3,53.9,39405.0,0,0,warning,1,0,0,0,0,1,16.79
2022-01-02 08:00:00,node_perimeter,0,0,0.136,84.3,67.3,43909.0,0,0,warning,1,0,0,0,0,1,17.24
2022-01-02 08:15:00,node_perimeter,0,0,0.026,51.7,61.3,49334.0,0,0,warning,1,0,0,0,0,1,17.6
2022-01-02 08:30:00,node_perimeter,0,0,0.042,69.5,44.6,53607.0,0,0,warning,1,0,0,0,0,1,17.96
2022-01-02 08:45:00,node_perimeter,0,0,0.175,174.7,54.9,58013.0,0,0,warning,1,0,0,0,0,1,18.32
2022-01-02 09:00:00,node_perimeter,0,0,0.174,47.3,64.8,64200.0,0,0,warning,1,0,0,0,0,1,18.68
2022-01-02 09:15:00,node_perimeter,0,0,0.233,61.3,56.8,69942.0,0,0,warning,1,0,0,0,0,1,19.05
2022-01-02 09:30:00,node_perimeter,0,0,0.058,97.9,52.1,74842.0,0,0,warning,1,0,0,0,0,1,19.41
2022-01-02 09:45:00,node_perimeter,0,0,0.14,12.7,63.9,80079.0,0,0,normal,0,0,0,0,0,0,19.77
2022-01-02 10:00:00,node_perimeter,0,0,0.154,12.0,59.8,86002.0,0,0,normal,0,0,0,0,0,0,20.14
2022-01-02 10:15:00,node_perimeter,0,0,0.016,1.6,53.3,90226.0,0,0,normal,0,0,0,0,0,0,20.52
2022-01-02 10:30:00,node_perimeter,0,0,0.015,6.9,56.6,94612.0,0,0,normal,0,0,0,0,0,0,20.91
2022-01-02 10:45:00,node_perimeter,0,0,0.063,19.4,41.5,98955.0,0,0,normal,0,0,0,0,0,0,21.3
2022-01-02 11:00:00,node_perimeter,0,0,0.104,0.0,43.4,102155.0,0,0,normal,0,0,0,0,0,0,21.68
2022-01-02 11:15:00,node_perimeter,0,0,0.139,4.3,45.6,106836.0,0,0,normal,0,0,0,0,0,0,21.94
2022-01-02 11:30:00,node_perimeter,0,0,0.245,10.4,60.3,110727.0,0,0,normal,0,0,0,0,0,0,22.2
2022-01-02 11:45:00,node_perimeter,0,0,0.146,5.3,38.1,115876.0,0,0,normal,0,0,0,0,0,0,22.47
2022-01-02 12:00:00,node_perimeter,0,0,0.029,13.1,51.8,119272.0,0,0,normal,0,0,0,0,0,0,22.73
2022-01-02 12:15:00,node_perimeter,0,0,0.065,0.0,36.8,119927.0,0,0,normal,0,0,0,0,0,0,22.78
2022-01-02 12:30:00,node_perimeter,0,0,0.037,13.9,47.0,120623.0,0,0,normal,0,0,0,0,0,0,22.83
2022-01-02 12:45:00,node_perimeter,0,0,0.185,8.0,50.8,120002.0,0,0,normal,0,0,0,0,0,0,22.87
2022-01-02 13:00:00,node_perimeter,0,0,0.038,3.9,39.8,120019.0,0,0,normal,0,0,0,0,0,0,22.92
2022-01-02 13:15:00,node_perimeter,0,0,0.096,25.0,49.3,116687.0,0,0,normal,0,0,0,0,0,0,22.79
2022-01-02 13:30:00,node_perimeter,0,0,0.067,6.3,55.1,109573.0,0,0,normal,0,0,0,0,0,0,22.66
2022-01-02 13:45:00,node_perimeter,0,0,0.089,14.7,50.3,103232.0,0,0,normal,0,0,0,0,0,0,22.52
2022-01-02 14:00:00,node_perimeter,0,0,0.084,14.9,65.2,98516.0,0,0,normal,0,0,0,0,0,0,22.39
2022-01-02 14:15:00,node_perimeter,0,0,0.126,2.2,57.1,92755.0,0,0,normal,0,0,0,0,0,0,22.12
2022-01-02 14:30:00,node_perimeter,0,0,0.053,8.4,61.8,89541.0,0,0,normal,0,0,0,0,0,0,21.84
2022-01-02 14:45:00,node_perimeter,0,0,0.092,20.3,75.3,83923.0,0,0,normal,0,0,0,0,0,0,21.57
2022-01-02 15:00:00,node_perimeter,0,0,0.0,11.2,62.8,80403.0,0,0,normal,0,0,0,0,0,0,21.3
2022-01-02 15:15:00,node_perimeter,0,0,0.053,8.2,31.2,74270.0,0,0,normal,0,0,0,0,0,0,20.94
2022-01-02 15:30:00,node_perimeter,1,0,0.077,6.5,55.8,67537.0,0,0,normal,0,0,0,0,0,0,20.57
2022-01-02 15:45:00,node_perimeter,0,0,0.102,6.0,51.4,60462.0,0,0,normal,0,0,0,0,0,0,20.2
2022-01-02 16:00:00,node_perimeter,0,0,0.224,7.4,45.2,54678.0,0,0,normal,0,0,0,0,0,0,19.84
2022-01-02 16:15:00,node_perimeter,0,0,0.139,11.9,42.1,48268.0,0,0,normal,0,0,0,0,0,0,19.46
2022-01-02 16:30:00,node_perimeter,0,0,0.05,7.6,54.7,41195.0,0,0,normal,0,0,0,0,0,0,19.09
2022-01-02 16:45:00,node_perimeter,0,0,0.031,5.5,41.5,36134.0,0,0,normal,0,0,0,0,0,0,18.72
2022-01-02 17:00:00,node_perimeter,0,0,0.038,32.6,72.2,29860.0,0,0,normal,0,0,0,0,0,0,18.34
2022-01-02 17:15:00,node_perimeter,0,0,0.051,76.2,52.1,24372.0,0,0,warning,1,0,0,0,0,1,17.97
2022-01-02 17:30:00,node_perimeter,0,0,0.027,105.1,25.1,19146.0,0,0,warning,1,0,0,0,0,1,17.6
2022-01-02 17:45:00,node_perimeter,0,0,0.059,65.2,65.8,15325.0,0,0,warning,1,0,0,0,0,1,17.22
2022-01-02 18:00:00,node_perimeter,0,0,0.199,126.8,58.8,10224.0,0,0,warning,1,0,0,0,0,1,16.85
2022-01-02 18:15:00,node_perimeter,0,0,0.235,85.7,41.7,8150.0,0,0,warning,1,0,0,0,0,1,16.5
2022-01-02 18:30:00,node_perimeter,0,0,0.095,131.7,74.0,4998.0,0,0,warning,1,0,0,0,0,1,16.14
2022-01-02 18:45:00,node_perimeter,0,0,0.083,119.7,49.4,2032.0,0,0,warning,1,0,0,0,0,1,15.78
2022-01-02 19:00:00,node_perimeter,0,0,0.104,87.4,74.8,0.0,0,0,warning,1,0,0,0,0,1,15.43
2022-01-02 19:15:00,node_perimeter,0,0,0.072,83.5,59.9,68.0,0,0,warning,1,0,0,0,0,1,15.28
2022-01-02 19:30:00,node_perimeter,0,0,0.154,66.0,60.5,35.0,0,0,warning,1,0,0,0,0,1,15.12
2022-01-02 19:45:00,node_perimeter,0,0,0.063,85.5,66.2,537.0,0,0,warning,1,0,0,0,0,1,14.97
2022-01-02 20:00:00,node_perimeter,0,0,0.032,8.8,47.1,0.0,0,0,normal,0,0,0,0,0,0,14.82
2022-01-02 20:15:00,node_perimeter,0,0,0.04,14.8,37.3,5.0,0,0,normal,0,0,0,0,0,0,14.67
2022-01-02 20:30:00,node_perimeter,0,0,0.104,10.4,45.4,4.0,0,0,normal,0,0,0,0,0,0,14.52
2022-01-02 20:45:00,node_perimeter,0,0,0.068,14.9,52.5,1.0,0,0,normal,0,0,0,0,0,0,14.38
2022-01-02 21:00:00,node_perimeter,0,0,0.081,2.4,49.8,0.0,0,0,normal,0,0,0,0,0,0,14.23
2022-01-02 21:15:00,node_perimeter,0,0,0.161,18.8,45.5,3.0,0,0,normal,0,0,0,0,0,0,14.09
2022-01-02 21:30:00,node_perimeter,0,0,0.008,14.7,64.6,3.0,0,0,normal,0,0,0,0,0,0,13.95
2022-01-02 21:45:00,node_perimeter,0,0,0.035,23.0,38.2,4.0,0,0,normal,0,0,0,0,0,0,13.81
2022-01-02 22:00:00,node_perimeter,0,0,0.039,9.3,53.9,2.0,0,0,normal,0,0,0,0,0,0,13.67
2022-01-02 22:15:00,node_perimeter,0,0,0.021,9.5,49.8,2.0,0,0,normal,0,0,0,0,0,0,13.55
2022-01-02 22:30:00,node_perimeter,0,0,0.004,4.5,62.1,3.0,0,0,normal,0,0,0,0,0,0,13.42
2022-01-02 22:45:00,node_perimeter,0,0,0.101,5.6,41.0,1.0,0,0,normal,0,0,0,0,0,0,13.3
2022-01-02 23:00:00,node_perimeter,0,0,0.118,9.8,30.6,1.0,0,0,normal,0,0,0,0,0,0,13.18
2022-01-02 23:15:00,node_perimeter,0,0,0.035,11.9,51.2,3.0,0,0,normal,0,0,0,0,0,0,13.08
2022-01-02 23:30:00,node_perimeter,0,0,0.089,11.3,39.2,4.0,0,0,normal,0,0,0,0,0,0,12.99
2022-01-02 23:45:00,node_perimeter,0,0,0.111,19.0,59.6,4.0,0,0,normal,0,0,0,0,0,0,12.9
2022-01-03 00:00:00,node_perimeter,0,0,0.075,4.1,58.7,1.0,0,0,normal,0,0,0,0,0,0,12.8
2022-01-03 00:15:00,node_perimeter,0,0,0.004,13.4,46.6,3.0,0,0,normal,0,0,0,0,0,0,12.71
2022-01-03 00:30:00,node_perimeter,1,0,0.013,9.9,58.1,3.0,0,0,warning,1,0,0,0,1,0,12.62
2022-01-03 00:45:00,node_perimeter,0,0,0.169,,56.5,4.0,0,0,normal,0,0,0,0,0,0,12.54
2022-01-03 01:00:00,node_perimeter,0,0,0.277,3.5,60.4,3.0,0,0,normal,0,0,0,0,0,0,12.45
2022-01-03 01:15:00,node_perimeter,0,0,0.063,6.0,34.5,5.0,0,0,normal,0,0,0,0,0,0,12.37
2022-01-03 01:30:00,node_perimeter,0,0,0.071,11.8,68.0,0.0,0,0,normal,0,0,0,0,0,0,12.3
2022-01-03 01:45:00,node_perimeter,0,0,0.034,3.3,59.1,2.0,0,0,normal,0,0,0,0,0,0,12.22
2022-01-03 02:00:00,node_perimeter,0,0,0.047,7.4,37.6,1.0,0,0,normal,0,0,0,0,0,0,12.14
2022-01-03 02:15:00,node_perimeter,0,0,0.043,5.7,58.1,0.0,0,0,normal,0,0,0,0,0,0,12.1
2022-01-03 02:30:00,node_perimeter,0,0,0.067,2.4,39.6,3.0,0,0,normal,0,0,0,0,0,0,12.07
2022-01-03 02:45:00,node_perimeter,0,0,0.051,19.6,43.8,4.0,0,0,normal,0,0,0,0,0,0,12.03
2022-01-03 03:00:00,node_perimeter,0,0,0.015,3.7,50.5,5.0,0,0,normal,0,0,0,0,0,0,11.99
2022-01-03 03:15:00,node_perimeter,0,0,0.166,10.2,58.7,4.0,0,0,normal,0,0,0,0,0,0,11.94
2022-01-03 03:30:00,node_perimeter,0,0,0.009,13.4,63.2,2.0,0,0,normal,0,0,0,0,0,0,11.88
2022-01-03 03:45:00,node_perimeter,0,0,0.092,8.0,53.7,5.0,0,0,normal,0,0,0,0,0,0,11.83
2022-01-03 04:00:00,node_perimeter,0,0,0.05,2.9,42.4,3.0,0,0,normal,0,0,0,0,0,0,11.78
2022-01-03 04:15:00,node_perimeter,0,0,0.021,17.1,63.4,59.0,0,0,normal,0,0,0,0,0,0,11.96
2022-01-03 04:30:00,node_perimeter,0,0,0.199,4.2,40.5,1518.0,0,0,normal,0,0,0,0,0,0,12.13
2022-01-03 04:45:00,node_perimeter,0,0,0.168,5.5,59.9,1527.0,0,0,normal,0,0,0,0,0,0,12.3
2022-01-03 05:00:00,node_perimeter,0,0,0.124,10.7,49.5,2079.0,0,0,normal,0,0,0,0,0,0,12.48
2022-01-03 05:15:00,node_perimeter,0,0,0.089,4.7,51.0,5862.0,0,0,normal,0,0,0,0,0,0,13.07
2022-01-03 05:30:00,node_perimeter,0,0,0.14,8.7,64.3,9774.0,0,0,normal,0,0,0,0,0,0,13.66
2022-01-03 05:45:00,node_perimeter,0,0,0.238,23.3,59.2,13339.0,0,0,normal,0,0,0,0,0,0,14.25
